"Soybeans"|"Bu"||40|||||||"2996575"|"8126878"
"Grass-legume hay"|"Tons"||3|||||||"2977145"|"7922122"
"Corn"|"Bu"||100|||||||"2977145"|"7996594"
"Tobacco"|"Lbs"||1500|||||||"2977145"|"7996595"
"Corn silage"|"Tons"||20|||||||"2977145"|"8071067"
"Wheat"|"Bu"||40|||||||"2977145"|"8071068"
"Grass-clover"|"AUM"||8.5|||||||"2977145"|"8145540"
"Corn silage"|"Tons"||26|||||||"2990098"|"7884790"
"Tobacco"|"Lbs"||1600|||||||"2990098"|"7884791"
"Grass-clover"|"AUM"||10|||||||"2990098"|"7959263"
"Wheat"|"Bu"||50|||||||"2990098"|"7959264"
"Grass-legume hay"|"Tons"||3.5|||||||"2990098"|"8033736"
"Corn"|"Bu"||130|||||||"2990098"|"8108208"
"Soybeans"|"Bu"||45|||||||"2990098"|"8108209"
"Corn"|"Bu"||120|||||||"2970668"|"7903457"
"Soybeans"|"Bu"||40|||||||"2970668"|"7903458"
"Corn silage"|"Tons"||24|||||||"2970668"|"7977930"
"Tobacco"|"Lbs"||1500|||||||"2970668"|"7977931"
"Grass-clover"|"AUM"||9.5|||||||"2970668"|"8052403"
"Wheat"|"Bu"||45|||||||"2970668"|"8052404"
"Grass-legume hay"|"Tons"||3.5|||||||"2970668"|"8126876"
"Grass-legume hay"|"Tons"||3.5|||||||"3054864"|"7922120"
"Wheat"|"Bu"||25|||||||"3054864"|"7922121"
"Peanuts"|"Lbs"||3200|||||||"3054864"|"7996593"
"Alfalfa hay"|"Tons"||4|||||||"3054864"|"8071065"
"Soybeans"|"Bu"||20|||||||"3054864"|"8071066"
"Corn"|"Bu"||90|||||||"3054864"|"8145538"
"Tall fescue"|"AUM"||7|||||||"3054864"|"8145539"
"Grass-legume hay"|"Tons"||3.5|||||||"3022482"|"7903461"
"Wheat"|"Bu"||25|||||||"3022482"|"7903462"
"Peanuts"|"Lbs"||3000|||||||"3022482"|"7977934"
"Alfalfa hay"|"Tons"||4|||||||"3022482"|"8052406"
"Soybeans"|"Bu"||20|||||||"3022482"|"8052407"
"Corn"|"Bu"||90|||||||"3022482"|"8126879"
"Tall fescue"|"AUM"||7|||||||"3022482"|"8126880"
"Grass-clover"|"AUM"||10|||||||"2970669"|"7903464"
"Wheat"|"Bu"||50|||||||"2970669"|"7903465"
"Grass-legume hay"|"Tons"||3.5|||||||"2970669"|"7977937"
"Corn"|"Bu"||130|||||||"2970669"|"8052409"
"Soybeans"|"Bu"||45|||||||"2970669"|"8052410"
"Corn silage"|"Tons"||26|||||||"2970669"|"8126882"
"Tobacco"|"Lbs"||1600|||||||"2970669"|"8126883"
"Soybeans"|"Bu"||50|||||||"2964192"|"7884794"
"Corn"|"Bu"||110|||||||"2964192"|"7959266"
"Wheat"|"Bu"||40|||||||"2964192"|"7959267"
"Grass-legume hay"|"Tons"||4.5|||||||"2964192"|"8033739"
"Pasture"|"AUM"||7.5|||||||"2964192"|"8108212"
"Grass-legume hay"|"Tons"||3.5|||||||"2983622"|"7940656"
"Wheat"|"Bu"||50|||||||"2983622"|"7940657"
"Pasture"|"AUM"||10.5|||||||"2983622"|"8015129"
"Corn"|"Bu"||140|||||||"2983622"|"8089601"
"Soybeans"|"Bu"||45|||||||"2983622"|"8089602"
"Corn silage"|"Tons"||28|||||||"2983622"|"8164074"
"Tobacco"|"Lbs"||1500|||||||"2983622"|"8164075"
"Soybeans"|"Bu"||45|||||||"3048388"|"7903463"
"Corn"|"Bu"||100|||||||"3048388"|"7977935"
"Wheat"|"Bu"||40|||||||"3048388"|"7977936"
"Grass-legume hay"|"Tons"||4.5|||||||"3048388"|"8052408"
"Pasture"|"AUM"||7.5|||||||"3048388"|"8126881"
"Grass hay"|"Tons"||3|||||||"3016006"|"7959269"
"Tall fescue"|"AUM"||8|||||||"3016006"|"8033742"
"Soybeans"|"Bu"||50|||||||"3061341"|"7940655"
"Corn"|"Bu"||105|||||||"3061341"|"8015127"
"Wheat"|"Bu"||40|||||||"3061341"|"8015128"
"Grass-legume hay"|"Tons"||4.5|||||||"3061341"|"8089600"
"Pasture"|"AUM"||7.5|||||||"3061341"|"8164073"
"Grass-legume hay"|"Tons"||3.5|||||||"2990099"|"7884795"
"Wheat"|"Bu"||60|||||||"2990099"|"7884796"
"Pasture"|"AUM"||8|||||||"2990099"|"7959268"
"Corn"|"Bu"||135|||||||"2990099"|"8033740"
"Soybeans"|"Bu"||40|||||||"2990099"|"8033741"
"Corn silage"|"Tons"||27|||||||"2990099"|"8108213"
"Tobacco"|"Lbs"||1500|||||||"2990099"|"8108214"
"Pasture"|"AUM"||8|||||||"3009529"|"7940658"
"Barley"|"Bu"||60|||||||"3009529"|"8015130"
"Soybeans"|"Bu"||40|||||||"3009529"|"8015131"
"Corn"|"Bu"||130|||||||"3009529"|"8089603"
"Tobacco"|"Lbs"||1300|||||||"3009529"|"8089604"
"Corn silage"|"Tons"||26|||||||"3009529"|"8164076"
"Wheat"|"Bu"||45|||||||"3009529"|"8164077"
"Corn silage"|"Tons"||20|||||||"2977146"|"7922123"
"Wheat"|"Bu"||40|||||||"2977146"|"7922124"
"Grass-clover"|"AUM"||8.5|||||||"2977146"|"7996596"
"Grass-legume hay"|"Tons"||3|||||||"2977146"|"8071069"
"Corn"|"Bu"||100|||||||"2977146"|"8145541"
"Tobacco"|"Lbs"||1500|||||||"2977146"|"8145542"
"Pasture"|"AUM"||8.5|||||||"3022483"|"7903466"
"Corn"|"Bu"||110|||||||"3022483"|"7977938"
"Corn silage"|"Tons"||20|||||||"3022483"|"8052411"
"Grass-legume hay"|"Tons"||3|||||||"3022483"|"8126884"
"Corn"|"Bu"||130|||||||"2990100"|"7884800"
"Soybeans"|"Bu"||50|||||||"2990100"|"7959273"
"Tomatoes"|"Tons"||26|||||||"2990100"|"8033746"
"Alfalfa hay"|"Tons"||5.5|||||||"2990100"|"8108218"
"Wheat"|"Bu"||50|||||||"2990100"|"8108219"
"Pasture"|"AUM"||6|||||||"2977147"|"7922128"
"Barley"|"Bu"||50|||||||"2977147"|"7996600"
"Soybeans"|"Bu"||35|||||||"2977147"|"7996601"
"Corn"|"Bu"||110|||||||"2977147"|"8071073"
"Wheat"|"Bu"||45|||||||"2977147"|"8071074"
"Corn silage"|"Tons"||24|||||||"2977147"|"8145546"
"Pasture"|"AUM"||8|||||||"3003053"|"7922125"
"Corn"|"Bu"||135|||||||"3003053"|"7996597"
"Soybeans"|"Bu"||40|||||||"3003053"|"7996598"
"Corn silage"|"Tons"||27|||||||"3003053"|"8071070"
"Tobacco"|"Lbs"||1500|||||||"3003053"|"8071071"
"Grass-legume hay"|"Tons"||3.5|||||||"3003053"|"8145543"
"Wheat"|"Bu"||65|||||||"3003053"|"8145544"
"Corn"|"Bu"||110|||||||"2970670"|"7903468"
"Wheat"|"Bu"||40|||||||"2970670"|"7903469"
"Grass-legume hay"|"Tons"||4.5|||||||"2970670"|"7977941"
"Pasture"|"AUM"||7.5|||||||"2970670"|"8052414"
"Soybeans"|"Bu"||50|||||||"2970670"|"8126887"
"Corn"|"Bu"||140|||||||"3016007"|"7884801"
"Soybeans"|"Bu"||45|||||||"3016007"|"7884802"
"Corn silage"|"Tons"||28|||||||"3016007"|"7959274"
"Tobacco"|"Lbs"||1500|||||||"3016007"|"7959275"
"Grass-legume hay"|"Tons"||3.5|||||||"3016007"|"8033747"
"Wheat"|"Bu"||50|||||||"3016007"|"8033748"
"Pasture"|"AUM"||10.5|||||||"3016007"|"8108220"
"Corn silage"|"Tons"||26|||||||"3061342"|"7940661"
"Tobacco"|"Lbs"||1600|||||||"3061342"|"7940662"
"Grass-clover"|"AUM"||10|||||||"3061342"|"8015134"
"Wheat"|"Bu"||50|||||||"3061342"|"8015135"
"Grass-legume hay"|"Tons"||3.5|||||||"3061342"|"8089607"
"Corn"|"Bu"||130|||||||"3061342"|"8164079"
"Soybeans"|"Bu"||45|||||||"3061342"|"8164080"
"Corn silage"|"Tons"||22|||||||"3041912"|"7884797"
"Tobacco"|"Lbs"||1500|||||||"3041912"|"7884798"
"Grass-legume hay"|"Tons"||3.5|||||||"3041912"|"7959270"
"Wheat"|"Bu"||35|||||||"3041912"|"7959271"
"Pasture"|"AUM"||9.5|||||||"3041912"|"8033743"
"Corn"|"Bu"||120|||||||"3041912"|"8108215"
"Soybeans"|"Bu"||30|||||||"3041912"|"8108216"
"Grass-legume hay"|"Tons"||3.5|||||||"2996577"|"7903470"
"Corn"|"Bu"||120|||||||"2996577"|"7977942"
"Soybeans"|"Bu"||40|||||||"2996577"|"7977943"
"Corn silage"|"Tons"||24|||||||"2996577"|"8052415"
"Tobacco"|"Lbs"||1500|||||||"2996577"|"8052416"
"Grass-clover"|"AUM"||9.5|||||||"2996577"|"8126888"
"Wheat"|"Bu"||45|||||||"2996577"|"8126889"
"Pasture"|"AUM"||8|||||||"3048389"|"7903467"
"Barley"|"Bu"||60|||||||"3048389"|"7977939"
"Soybeans"|"Bu"||40|||||||"3048389"|"7977940"
"Corn"|"Bu"||130|||||||"3048389"|"8052412"
"Tobacco"|"Lbs"||1300|||||||"3048389"|"8052413"
"Corn silage"|"Tons"||26|||||||"3048389"|"8126885"
"Wheat"|"Bu"||45|||||||"3048389"|"8126886"
"Grass-legume hay"|"Tons"||3.5|||||||"2964193"|"7884799"
"Pasture"|"AUM"||9.5|||||||"2964193"|"7959272"
"Corn"|"Bu"||130|||||||"2964193"|"8033744"
"Soybeans"|"Bu"||45|||||||"2964193"|"8033745"
"Corn silage"|"Tons"||26|||||||"2964193"|"8108217"
"Corn silage"|"Tons"||24|||||||"2983623"|"7940663"
"Pasture"|"AUM"||6|||||||"2983623"|"8015136"
"Barley"|"Bu"||50|||||||"2983623"|"8089608"
"Soybeans"|"Bu"||35|||||||"2983623"|"8089609"
"Corn"|"Bu"||110|||||||"2983623"|"8164081"
"Wheat"|"Bu"||45|||||||"2983623"|"8164082"
"Corn"|"Bu"||105|||||||"3054866"|"7922126"
"Wheat"|"Bu"||40|||||||"3054866"|"7922127"
"Grass-legume hay"|"Tons"||4.5|||||||"3054866"|"7996599"
"Pasture"|"AUM"||7.5|||||||"3054866"|"8071072"
"Soybeans"|"Bu"||50|||||||"3054866"|"8145545"
"Corn"|"Bu"||140|||||||"3035436"|"7940659"
"Soybeans"|"Bu"||45|||||||"3035436"|"7940660"
"Corn silage"|"Tons"||28|||||||"3035436"|"8015132"
"Tobacco"|"Lbs"||1500|||||||"3035436"|"8015133"
"Grass-legume hay"|"Tons"||3.5|||||||"3035436"|"8089605"
"Wheat"|"Bu"||50|||||||"3035436"|"8089606"
"Pasture"|"AUM"||10.5|||||||"3035436"|"8164078"
"Grass-legume hay"|"Tons"||3.5|||||||"3054867"|"7922131"
"Corn"|"Bu"||130|||||||"3054867"|"7996603"
"Soybeans"|"Bu"||45|||||||"3054867"|"7996604"
"Corn silage"|"Tons"||26|||||||"3054867"|"8071076"
"Tobacco"|"Lbs"||1600|||||||"3054867"|"8071077"
"Grass-clover"|"AUM"||10|||||||"3054867"|"8145549"
"Wheat"|"Bu"||50|||||||"3054867"|"8145550"
"Barley"|"Bu"||60|||||||"3022484"|"7903471"
"Soybeans"|"Bu"||40|||||||"3022484"|"7903472"
"Corn"|"Bu"||130|||||||"3022484"|"7977944"
"Tobacco"|"Lbs"||1300|||||||"3022484"|"7977945"
"Corn silage"|"Tons"||26|||||||"3022484"|"8052417"
"Wheat"|"Bu"||45|||||||"3022484"|"8052418"
"Pasture"|"AUM"||8|||||||"3022484"|"8126890"
"Corn"|"Bu"||110|||||||"3003054"|"7922129"
"Wheat"|"Bu"||45|||||||"3003054"|"7922130"
"Corn silage"|"Tons"||24|||||||"3003054"|"7996602"
"Pasture"|"AUM"||6|||||||"3003054"|"8071075"
"Barley"|"Bu"||50|||||||"3003054"|"8145547"
"Soybeans"|"Bu"||35|||||||"3003054"|"8145548"
"Corn"|"Bu"||120|||||||"3035437"|"7940664"
"Soybeans"|"Bu"||40|||||||"3035437"|"7940665"
"Corn silage"|"Tons"||24|||||||"3035437"|"8015137"
"Tobacco"|"Lbs"||1500|||||||"3035437"|"8015138"
"Grass-clover"|"AUM"||9.5|||||||"3035437"|"8089610"
"Wheat"|"Bu"||45|||||||"3035437"|"8089611"
"Grass-legume hay"|"Tons"||3.5|||||||"3035437"|"8164083"
"Pasture"|"AUM"||6|||||||"3009531"|"7940668"
"Barley"|"Bu"||50|||||||"3009531"|"8015140"
"Soybeans"|"Bu"||35|||||||"3009531"|"8015141"
"Corn"|"Bu"||110|||||||"3009531"|"8089613"
"Wheat"|"Bu"||45|||||||"3009531"|"8089614"
"Corn silage"|"Tons"||24|||||||"3009531"|"8164086"
"Corn"|"Bu"||130|||||||"3041913"|"7884803"
"Tobacco"|"Lbs"||1300|||||||"3041913"|"7884804"
"Corn silage"|"Tons"||26|||||||"3041913"|"7959276"
"Wheat"|"Bu"||45|||||||"3041913"|"7959277"
"Pasture"|"AUM"||8|||||||"3041913"|"8033749"
"Barley"|"Bu"||60|||||||"3041913"|"8108221"
"Soybeans"|"Bu"||40|||||||"3041913"|"8108222"
"Soybeans"|"Bu"||50|||||||"3016008"|"7884807"
"Corn"|"Bu"||110|||||||"3016008"|"7959279"
"Wheat"|"Bu"||40|||||||"3016008"|"7959280"
"Grass-legume hay"|"Tons"||4.5|||||||"3016008"|"8033752"
"Pasture"|"AUM"||7.5|||||||"3016008"|"8108225"
"Corn"|"Bu"||70|||||||"3061343"|"7940666"
"Wheat"|"Bu"||35|||||||"3061343"|"7940667"
"Corn silage"|"Tons"||20|||||||"3061343"|"8015139"
"Pasture"|"AUM"||5|||||||"3061343"|"8089612"
"Barley"|"Bu"||40|||||||"3061343"|"8164084"
"Soybeans"|"Bu"||30|||||||"3061343"|"8164085"
"Grass-legume hay"|"Tons"||3.5|||||||"2964194"|"7884805"
"Wheat"|"Bu"||50|||||||"2964194"|"7884806"
"Pasture"|"AUM"||10.5|||||||"2964194"|"7959278"
"Corn"|"Bu"||140|||||||"2964194"|"8033750"
"Soybeans"|"Bu"||45|||||||"2964194"|"8033751"
"Corn silage"|"Tons"||28|||||||"2964194"|"8108223"
"Tobacco"|"Lbs"||1500|||||||"2964194"|"8108224"
"Corn silage"|"Tons"||26|||||||"3035438"|"7940669"
"Tobacco"|"Lbs"||1600|||||||"3035438"|"7940670"
"Grass-clover"|"AUM"||10|||||||"3035438"|"8015142"
"Wheat"|"Bu"||50|||||||"3035438"|"8015143"
"Grass-legume hay"|"Tons"||3.5|||||||"3035438"|"8089615"
"Corn"|"Bu"||130|||||||"3035438"|"8164087"
"Soybeans"|"Bu"||45|||||||"3035438"|"8164088"
"Corn"|"Bu"||80|||||||"2964195"|"7959282"
"Pasture"|"AUM"||8|||||||"2964195"|"8033755"
"Soybeans"|"Bu"||40|||||||"2964195"|"8108228"
"Barley"|"Bu"||60|||||||"3003055"|"7922132"
"Soybeans"|"Bu"||40|||||||"3003055"|"7922133"
"Corn"|"Bu"||130|||||||"3003055"|"7996605"
"Tobacco"|"Lbs"||1300|||||||"3003055"|"7996606"
"Corn silage"|"Tons"||26|||||||"3003055"|"8071078"
"Wheat"|"Bu"||45|||||||"3003055"|"8071079"
"Pasture"|"AUM"||8|||||||"3003055"|"8145551"
"Tomatoes"|"Tons"|||||||||"2983625"|"7940673"
"Snap beans"|"Bu"|||||||||"2983625"|"8015145"
"Wheat"|"Bu"||35|||||||"2983625"|"8015146"
"Corn"|"Bu"||90|||||||"2983625"|"8089618"
"Soybeans"|"Bu"||25|||||||"2983625"|"8164091"
"Grass-legume hay"|"Tons"||3.5|||||||"3022485"|"7903475"
"Corn"|"Bu"||120|||||||"3022485"|"7977947"
"Soybeans"|"Bu"||40|||||||"3022485"|"7977948"
"Corn silage"|"Tons"||24|||||||"3022485"|"8052420"
"Tobacco"|"Lbs"||1500|||||||"3022485"|"8052421"
"Grass-clover"|"AUM"||9.5|||||||"3022485"|"8126893"
"Wheat"|"Bu"||45|||||||"3022485"|"8126894"
"Grass-clover"|"AUM"||10|||||||"3041914"|"7884808"
"Wheat"|"Bu"||50|||||||"3041914"|"7884809"
"Grass-legume hay"|"Tons"||3.5|||||||"3041914"|"7959281"
"Corn"|"Bu"||130|||||||"3041914"|"8033753"
"Soybeans"|"Bu"||45|||||||"3041914"|"8033754"
"Corn silage"|"Tons"||26|||||||"3041914"|"8108226"
"Tobacco"|"Lbs"||1600|||||||"3041914"|"8108227"
"Corn"|"Bu"||70|||||||"2996578"|"7903473"
"Wheat"|"Bu"||35|||||||"2996578"|"7903474"
"Corn silage"|"Tons"||20|||||||"2996578"|"7977946"
"Pasture"|"AUM"||5|||||||"2996578"|"8052419"
"Barley"|"Bu"||40|||||||"2996578"|"8126891"
"Soybeans"|"Bu"||30|||||||"2996578"|"8126892"
"Corn silage"|"Tons"||26|||||||"3061344"|"7940671"
"Wheat"|"Bu"||45|||||||"3061344"|"7940672"
"Pasture"|"AUM"||8|||||||"3061344"|"8015144"
"Barley"|"Bu"||60|||||||"3061344"|"8089616"
"Soybeans"|"Bu"||40|||||||"3061344"|"8089617"
"Corn"|"Bu"||130|||||||"3061344"|"8164089"
"Tobacco"|"Lbs"||1300|||||||"3061344"|"8164090"
"Corn"|"Bu"||110|||||||"2996579"|"7903476"
"Soybeans"|"Bu"||40|||||||"2996579"|"7903477"
"Corn silage"|"Tons"||22|||||||"2996579"|"7977949"
"Tomatoes"|"Tons"||12|||||||"2996579"|"7977950"
"Grass-legume hay"|"Tons"||3.5|||||||"2996579"|"8052422"
"Pasture"|"AUM"||7|||||||"2996579"|"8126895"
"Bahiagrass"|"AUM"||7|||||||"3022486"|"8052423"
"Corn"|"Bu"||70|||||||"3022486"|"8126896"
"Barley"|"Bu"||50|||||||"3041915"|"7884810"
"Soybeans"|"Bu"||35|||||||"3041915"|"7884811"
"Corn"|"Bu"||110|||||||"3041915"|"7959283"
"Wheat"|"Bu"||45|||||||"3041915"|"7959284"
"Corn silage"|"Tons"||24|||||||"3041915"|"8033756"
"Pasture"|"AUM"||6|||||||"3041915"|"8108229"
"Grass-legume hay"|"Tons"||4.5|||||||"3028963"|"7922134"
"Pasture"|"AUM"||7.5|||||||"3028963"|"7996607"
"Soybeans"|"Bu"||50|||||||"3028963"|"8071080"
"Corn"|"Bu"||110|||||||"3028963"|"8145552"
"Wheat"|"Bu"||40|||||||"3028963"|"8145553"
"Corn"|"Bu"||115|||||||"3041916"|"7884815"
"Pasture"|"AUM"||6.6|||||||"3041916"|"7884816"
"Corn silage"|"Tons"||23|||||||"3041916"|"7959288"
"Grass hay"|"Tons"||3.5|||||||"3041916"|"8033761"
"Grass-legume hay"|"Tons"||3.5|||||||"3041916"|"8108234"
"Corn silage"|"Tons"||24|||||||"2996580"|"7903480"
"Tobacco"|"Lbs"||1500|||||||"2996580"|"7903481"
"Grass-clover"|"AUM"||9.5|||||||"2996580"|"7977953"
"Wheat"|"Bu"||45|||||||"2996580"|"7977954"
"Grass-legume hay"|"Tons"||3.5|||||||"2996580"|"8052426"
"Corn"|"Bu"||120|||||||"2996580"|"8126898"
"Soybeans"|"Bu"||40|||||||"2996580"|"8126899"
"Corn silage"|"Tons"||26|||||||"3009533"|"7940677"
"Wheat"|"Bu"||45|||||||"3009533"|"7940678"
"Pasture"|"AUM"||8|||||||"3009533"|"8015150"
"Barley"|"Bu"||60|||||||"3009533"|"8089622"
"Soybeans"|"Bu"||40|||||||"3009533"|"8089623"
"Corn"|"Bu"||130|||||||"3009533"|"8164095"
"Tobacco"|"Lbs"||1300|||||||"3009533"|"8164096"
"Pasture"|"AUM"||6|||||||"2964197"|"7884817"
"Barley"|"Bu"||50|||||||"2964197"|"7959289"
"Soybeans"|"Bu"||35|||||||"2964197"|"7959290"
"Corn"|"Bu"||110|||||||"2964197"|"8033762"
"Wheat"|"Bu"||45|||||||"2964197"|"8033763"
"Corn silage"|"Tons"||24|||||||"2964197"|"8108235"
"Soybeans"|"Bu"||50|||||||"3061346"|"7940680"
"Corn"|"Bu"||105|||||||"3061346"|"8015152"
"Wheat"|"Bu"||40|||||||"3061346"|"8015153"
"Grass-legume hay"|"Tons"||4.5|||||||"3061346"|"8089625"
"Pasture"|"AUM"||7.5|||||||"3061346"|"8164098"
"Corn"|"Bu"||120|||||||"3048392"|"7903478"
"Soybeans"|"Bu"||30|||||||"3048392"|"7903479"
"Corn silage"|"Tons"||22|||||||"3048392"|"7977951"
"Tobacco"|"Lbs"||1500|||||||"3048392"|"7977952"
"Grass-legume hay"|"Tons"||3.5|||||||"3048392"|"8052424"
"Wheat"|"Bu"||35|||||||"3048392"|"8052425"
"Pasture"|"AUM"||9.5|||||||"3048392"|"8126897"
"Grass-legume hay"|"Tons"||3.5|||||||"3061345"|"7940674"
"Wheat"|"Bu"||50|||||||"3061345"|"7940675"
"Pasture"|"AUM"||10.5|||||||"3061345"|"8015147"
"Corn"|"Bu"||140|||||||"3061345"|"8089619"
"Soybeans"|"Bu"||45|||||||"3061345"|"8089620"
"Corn silage"|"Tons"||28|||||||"3061345"|"8164092"
"Tobacco"|"Lbs"||1500|||||||"3061345"|"8164093"
"Corn silage"|"Tons"||26|||||||"3022487"|"7903482"
"Wheat"|"Bu"||50|||||||"3022487"|"7903483"
"Grass-legume hay"|"Tons"||3.5|||||||"3022487"|"7977955"
"Alfalfa hay"|"Tons"||5|||||||"3022487"|"8052427"
"Oats"|"Bu"||80|||||||"3022487"|"8052428"
"Corn"|"Bu"||130|||||||"3022487"|"8126900"
"Pasture"|"AUM"||9.5|||||||"3022487"|"8126901"
"Grass-legume hay"|"Tons"||3.5|||||||"2964196"|"7884812"
"Wheat"|"Bu"||50|||||||"2964196"|"7884813"
"Pasture"|"AUM"||10.5|||||||"2964196"|"7959285"
"Corn"|"Bu"||140|||||||"2964196"|"8033757"
"Soybeans"|"Bu"||45|||||||"2964196"|"8033758"
"Corn silage"|"Tons"||28|||||||"2964196"|"8108230"
"Tobacco"|"Lbs"||1500|||||||"2964196"|"8108231"
"Soybeans"|"Bu"||45|||||||"2983626"|"7940676"
"Corn"|"Bu"||100|||||||"2983626"|"8015148"
"Wheat"|"Bu"||40|||||||"2983626"|"8015149"
"Grass-legume hay"|"Tons"||4.5|||||||"2983626"|"8089621"
"Pasture"|"AUM"||7.5|||||||"2983626"|"8164094"
"Barley"|"Bu"||60|||||||"3054869"|"7922135"
"Soybeans"|"Bu"||40|||||||"3054869"|"7922136"
"Corn"|"Bu"||130|||||||"3054869"|"7996608"
"Tobacco"|"Lbs"||1300|||||||"3054869"|"7996609"
"Corn silage"|"Tons"||26|||||||"3054869"|"8071081"
"Wheat"|"Bu"||45|||||||"3054869"|"8071082"
"Pasture"|"AUM"||8|||||||"3054869"|"8145554"
"Corn"|"Bu"||130|||||||"3028964"|"7922137"
"Pasture"|"AUM"||8.1|||||||"3028964"|"7922138"
"Corn silage"|"Tons"||26|||||||"3028964"|"7996610"
"Wheat"|"Bu"||45|||||||"3028964"|"7996611"
