ProjectName,Scenario,Watershed,WeppID,WeppChnID,TopazID,Length (m),Channel Area (ha),Contributing Channel Area (ha),Discharge (mm),Sediment Yield (tonne),Channel Erosion (tonne),Upland Charge (mm),Lateral Flow (mm),CellWidth,Order,Slope,Landuse,LanduseDesc,Soil,SoilDesc,ChannelType,Solub. React. P (kg/ha),Particulate P (kg/ha),Total P (kg/ha)
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,11,872,3724,302.13203435596427,0.9063961030678928,21.27,1922.8763516690176,13.0,0.0001,1920.3723554301837,0.001410437235543018,1,1,0.2051360070373447,102,Tahoe Old Forest,74032-Volcanic-102,Rubble land (FRAG),Rubble land (FRAG),1.7652326555514257,14.342515326355333,16.10774798190676
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,12,873,3714,806.9848480983499,2.4209545442950495,91.67,1920.4061306861568,13.3,0.11,1915.747681902476,0.0011999563652230827,3,4,0.22307846335307857,102,Tahoe Old Forest,73933-Volcanic-102,"Melakwa sandy loam, 30 to 65 percent slopes (SL)","Melakwa sandy loam, 30 to 65 percent slopes (SL)",2.891421491781172,5.493700834384227,8.3851223261654
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,13,874,3704,499.7056274847715,1.4991168824543144,19.14,2018.0872518286312,27.2,0.1033,2004.340647857889,0.01149425287356322,3,4,0.5029687532970489,104,Tahoe Shrub,74001-Volcanic-104,"Playco loamy sand, 30 to 65 percent slopes (LS)","Playco loamy sand, 30 to 65 percent slopes (LS)",1.0672950313123835,18.144015532310515,19.211310563622902
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,14,875,3694,509.1168824543143,1.5273506473629428,40.69,2080.331776849349,2.7,0.294,2075.9346276726474,0.0034406488080609486,2,2,0.46304636363636364,102,Tahoe Old Forest,74001-Volcanic-102,"Playco loamy sand, 30 to 65 percent slopes (LS)","Playco loamy sand, 30 to 65 percent slopes (LS)",2.2915497538452927,1.7677669529663689,4.059316706811662
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,15,876,3684,180.0,0.54,10.37,2158.4252651880424,0.5,0.012,2155.378013500482,0.0067502410800385736,1,1,0.440666,102,Tahoe Old Forest,74013-Volcanic-102,"Reggad very cobbly muck, 30 to 90 percent slopes (CBV-MUCK)","Reggad very cobbly muck, 30 to 90 percent slopes (CBV-MUCK)",1.6666666666666665,0.9259259259259258,2.592592592592592
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,16,877,3674,354.8528137423857,1.0645584412271571,38.92,2135.696557040082,0.0,0.0,2134.088129496403,0.0,1,1,0.03673833905347271,100,Tahoe Bare,74177,Water,Water,3.0998767866571644,0.0,3.0998767866571644
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,17,878,3664,199.70562748477138,0.5991168824543142,32.28,2159.5712515489467,0.1,0.0,2156.297397769517,0.0,3,4,0.001,100,Tahoe Bare,74177,Water,Water,4.339720805978563,0.1669123386914832,4.5066331446700465
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,18,879,3654,566.9848480983499,1.7009545442950498,127.53,2140.763741864659,68.8,0.0001,2138.411511017016,0.0003136516897984788,3,4,0.07345882036606859,102,Tahoe Old Forest,74177,Water,Water,6.114213948210013,40.44787688815855,46.56209083636856
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,19,880,3644,314.5584412271571,0.9436753236814713,19.62,2150.861875637105,0.0,0.0,2142.3837920489295,0.003058103975535168,3,4,0.12021249769783954,102,Tahoe Old Forest,74106-Volcanic-102,"Chinkmin sandy loam, 15 to 30 percent slopes (SL)","Chinkmin sandy loam, 15 to 30 percent slopes (SL)",1.8014670483996027,0.0,1.8014670483996027
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,20,881,3634,1563.3809511662425,4.6901428534987275,284.15,2141.7572408938945,77.5,2.1561999999999997,2138.846419144818,0.0002463487594580327,3,4,0.1372134432499128,102,Tahoe Old Forest,74001-Volcanic-102,"Playco loamy sand, 30 to 65 percent slopes (LS)","Playco loamy sand, 30 to 65 percent slopes (LS)",5.031829677084356,16.524016948052438,21.57716793732783
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,21,882,3624,242.13203435596427,0.7263961030678928,308.27,2139.083725305739,89.4,11.313600000000001,2138.668569760275,0.0004541473383722062,3,4,0.2875557511055241,102,Tahoe Old Forest,74001-Volcanic-102,"Playco loamy sand, 30 to 65 percent slopes (LS)","Playco loamy sand, 30 to 65 percent slopes (LS)",35.380145751687685,123.07334747863344,158.45349323032113
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,22,883,3614,282.42640687119285,0.8472792206135786,373.32,2124.9316672024,95.3,2.7821,2124.664255866281,0.0001339333547626701,2,2,0.16140485959622408,102,Tahoe Old Forest,74167-Volcanic-102,"Kaleetan sandy loam, 30 to 65 percent slopes (SL)","Kaleetan sandy loam, 30 to 65 percent slopes (SL)",36.823752124365484,112.47767876448816,149.18340604230121
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,23,884,3604,1474.2640687119285,4.422792206135786,492.78,2081.3680952960754,152.4,28.921,2080.8401314988437,6.087909411907951e-05,1,1,0.1630853417315276,102,Tahoe Old Forest,74167-Volcanic-102,"Kaleetan sandy loam, 30 to 65 percent slopes (SL)","Kaleetan sandy loam, 30 to 65 percent slopes (SL)",9.17972134066692,34.45787025412903,43.61498144371056
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,24,885,3594,367.27922061357856,1.1018376618407357,17.86,1948.0268756998883,3.5,0.006,1944.3980963045913,0.0022396416573348264,1,1,0.2978339768976361,102,Tahoe Old Forest,74145-Volcanic-102,"Grotto gravelly loamy sand, 0 to 8 percent slopes (GR-LS)","Grotto gravelly loamy sand, 0 to 8 percent slopes (GR-LS)",1.1798471272330746,3.1765114963967394,4.356358623629814
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,25,886,3584,829.7056274847714,2.489116882454314,33.01,2028.8694335049984,0.2,0.15430000000000002,2015.5783096031507,0.00545289306270827,3,4,0.4084925055470111,102,Tahoe Old Forest,74157-Volcanic-102,"Index loamy sand, 30 to 65 percent slopes (LS)","Index loamy sand, 30 to 65 percent slopes (LS)",1.0445471718613524,0.08034978245087326,1.165071845537662
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,26,887,3574,512.1320343559644,1.536396103067893,11.53,1954.921075455334,8.1,0.0007,1939.0147441457068,0.005203816131830009,2,2,0.20356372150680535,102,Tahoe Old Forest,73985-Volcanic-102,"Philippa sandy loam, 0 to 30 percent slopes (SL)","Philippa sandy loam, 0 to 30 percent slopes (SL)",0.52069905566836,5.272077938642144,5.792776994310504
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,27,888,3564,1963.6753236814711,5.891025971044414,76.34,2029.287136494629,2.8,2.459,2024.7567461357087,0.0006549646319098768,1,1,0.3457248444082314,102,Tahoe Old Forest,74157-Volcanic-102,"Index loamy sand, 30 to 65 percent slopes (LS)","Index loamy sand, 30 to 65 percent slopes (LS)",1.0524482544253337,0.4752992116759572,1.5277474661012909
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,28,889,3554,1039.7056274847714,3.1191168824543145,22.8,1955.6219298245614,3.2,0.024399999999999998,1939.5592105263158,0.0043859649122807015,2,2,0.3242735386431039,102,Tahoe Old Forest,74032-Volcanic-102,Rubble land (FRAG),Rubble land (FRAG),0.5450260647694403,1.0259314160365935,1.6030178375571775
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,29,890,3544,217.27922061357853,0.6518376618407355,20.09,1882.5510204081634,5.7,0.0,1880.6436037829762,0.0009955201592832257,1,1,0.13681419934438596,102,Tahoe Old Forest,73985-Volcanic-102,"Philippa sandy loam, 0 to 30 percent slopes (SL)","Philippa sandy loam, 0 to 30 percent slopes (SL)",2.1477740271197523,8.744508538987564,10.892282566107315
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,30,891,3534,416.98484809835,1.25095454429505,22.94,1872.5876198779424,1.8,0.0,1866.1595466434173,0.0021795989537925025,2,2,0.15405539524606437,102,Tahoe Old Forest,73985-Volcanic-102,"Philippa sandy loam, 0 to 30 percent slopes (SL)","Philippa sandy loam, 0 to 30 percent slopes (SL)",1.2790232924903338,1.4389012040516256,2.717924496541959
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,31,892,3524,127.27922061357857,0.3818376618407357,43.05,1876.8896631823463,7.4,0.0,1876.3667828106854,0.00023228803716608597,1,1,0.09074499999999999,102,Tahoe Old Forest,73985-Volcanic-102,"Philippa sandy loam, 0 to 30 percent slopes (SL)","Philippa sandy loam, 0 to 30 percent slopes (SL)",7.856742013183861,19.37996363252019,27.498597046143512
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,32,893,3514,204.8528137423857,0.6145584412271572,16.42,1989.132764920828,12.5,0.2226,1984.756394640682,0.010962241169305723,2,2,0.6974260826852594,104,Tahoe Shrub,74167-Volcanic-104,"Kaleetan sandy loam, 30 to 65 percent slopes (SL)","Kaleetan sandy loam, 30 to 65 percent slopes (SL)",2.1153399136527122,20.339806862045307,22.455146775698022
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,33,894,3504,1253.0865786510137,3.759259735953041,113.53,2050.377345195103,3.1,3.0684,2048.433629877565,0.0004404122258433894,1,1,0.35871349336243336,102,Tahoe Old Forest,74013-Volcanic-102,"Reggad very cobbly muck, 30 to 90 percent slopes (CBV-MUCK)","Reggad very cobbly muck, 30 to 90 percent slopes (CBV-MUCK)",2.553694257458969,0.8246304373044587,3.3783246947634273
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,34,895,3494,120.0,0.36,14.06,1991.6379800853483,0.0,0.0,1988.633001422475,0.0042674253200568986,2,2,0.23444666666666666,102,Tahoe Old Forest,74001-Volcanic-102,"Playco loamy sand, 30 to 65 percent slopes (LS)","Playco loamy sand, 30 to 65 percent slopes (LS)",3.3333333333333335,0.0,3.3333333333333335
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,35,896,3484,314.5584412271571,0.9436753236814713,16.68,2043.3741007194244,0.0,0.0001,2040.054556354916,0.0029976019184652283,1,1,0.3113198802092883,102,Tahoe Old Forest,74001-Volcanic-102,"Playco loamy sand, 30 to 65 percent slopes (LS)","Playco loamy sand, 30 to 65 percent slopes (LS)",1.4835610986820258,0.0,1.4835610986820258
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,36,897,3474,252.42640687119288,0.7572792206135787,15.26,2045.6952817824376,0.0,0.0001,2039.8695937090426,0.005242463958060288,2,2,0.2554214285714286,102,Tahoe Old Forest,74001-Volcanic-102,"Playco loamy sand, 30 to 65 percent slopes (LS)","Playco loamy sand, 30 to 65 percent slopes (LS)",1.7166719548262355,0.0,1.7166719548262355
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,37,898,3464,192.42640687119285,0.5772792206135786,21.71,2070.0939659143255,0.3,0.0023,2068.534315983418,0.0023030861354214646,1,1,0.31085978334254016,102,Tahoe Old Forest,74000-Volcanic-102,"Playco loamy sand, 8 to 30 percent slopes (LS)","Playco loamy sand, 8 to 30 percent slopes (LS)",3.2913015611068204,0.5196791938589717,3.6377543570128017
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,38,899,3454,259.7056274847714,0.7791168824543142,13.62,2069.576358296623,0.0,0.0,2066.215859030837,0.002202643171806167,1,1,0.16707618941212934,102,Tahoe Old Forest,74001-Volcanic-102,"Playco loamy sand, 30 to 65 percent slopes (LS)","Playco loamy sand, 30 to 65 percent slopes (LS)",1.5402053620245681,0.0,1.5402053620245681
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,39,900,3444,734.5584412271571,2.2036753236814715,38.92,2070.3509763617676,0.0,0.0075,2060.3784686536483,0.003340184994861254,3,4,0.2856287484162324,102,Tahoe Old Forest,74001-Volcanic-102,"Playco loamy sand, 30 to 65 percent slopes (LS)","Playco loamy sand, 30 to 65 percent slopes (LS)",1.542877012535559,0.0,1.542877012535559
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,40,901,3434,120.0,0.36,12.61,2062.419508326725,0.0,0.0,2060.744647105472,0.003172085646312451,1,1,0.22000000000000003,102,Tahoe Old Forest,74000-Volcanic-102,"Playco loamy sand, 8 to 30 percent slopes (LS)","Playco loamy sand, 8 to 30 percent slopes (LS)",3.055555555555556,0.0,3.055555555555556
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,41,902,3424,589.7056274847715,1.7691168824543146,18.9,2073.154497354498,0.0,0.0008,2056.669312169312,0.006878306878306879,3,4,0.29128139012873305,102,Tahoe Old Forest,74001-Volcanic-102,"Playco loamy sand, 30 to 65 percent slopes (LS)","Playco loamy sand, 30 to 65 percent slopes (LS)",0.9044060434154599,0.0,0.9044060434154599
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,42,903,3414,319.7056274847714,0.9591168824543144,15.24,2069.7513123359577,0.0,0.0007,2066.0590551181103,0.0032808398950131233,1,1,0.32296923522616755,102,Tahoe Old Forest,73952-Volcanic-102,"Nimue loamy sand, 30 to 65 percent slopes (LS)","Nimue loamy sand, 30 to 65 percent slopes (LS)",1.3554135306985622,0.0,1.3554135306985622
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,43,904,3404,664.2640687119285,1.9927922061357854,21.53,2046.93265211333,0.0,0.0,2030.623780771017,0.005109150023223409,3,4,0.22725844369138926,102,Tahoe Old Forest,73952-Volcanic-102,"Nimue loamy sand, 30 to 65 percent slopes (LS)","Nimue loamy sand, 30 to 65 percent slopes (LS)",0.9032552387839634,0.0,0.9032552387839634
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,44,905,3394,476.98484809835,1.43095454429505,46.72,2054.047089041096,0.0,0.0013,2052.244434931507,0.0006421232876712328,1,1,0.21250587088026315,102,Tahoe Old Forest,74001-Volcanic-102,"Playco loamy sand, 30 to 65 percent slopes (LS)","Playco loamy sand, 30 to 65 percent slopes (LS)",2.7953368721230576,0.0,2.7953368721230576
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,45,906,3384,272.13203435596427,0.8163961030678928,32.39,2054.539364001235,0.0,0.0001,2050.0981784501387,0.002778635381290522,3,4,0.18787882684269797,102,Tahoe Old Forest,74001-Volcanic-102,"Playco loamy sand, 30 to 65 percent slopes (LS)","Playco loamy sand, 30 to 65 percent slopes (LS)",3.184728577500057,0.0,3.3072181381731363
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,46,907,3374,180.0,0.54,13.19,2113.465504169825,11.4,0.002,2106.262319939348,0.010614101592115238,3,4,0.298,102,Tahoe Old Forest,74001-Volcanic-102,"Playco loamy sand, 30 to 65 percent slopes (LS)","Playco loamy sand, 30 to 65 percent slopes (LS)",2.037037037037037,21.11111111111111,23.148148148148145
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,47,908,3364,30.0,0.09,46.13,2071.9208757858223,11.5,0.0,2071.57316280078,0.0010838933448948623,3,4,0.11,102,Tahoe Old Forest,74001-Volcanic-102,"Playco loamy sand, 30 to 65 percent slopes (LS)","Playco loamy sand, 30 to 65 percent slopes (LS)",42.22222222222222,127.77777777777779,170.0
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,48,909,3354,759.4112549695429,2.2782337649086286,48.02,2135.1486880466473,0.0,0.0004,2126.7852977925863,0.001665972511453561,3,4,0.1713389259255964,102,Tahoe Old Forest,73952-Volcanic-102,"Nimue loamy sand, 30 to 65 percent slopes (LS)","Nimue loamy sand, 30 to 65 percent slopes (LS)",1.843533383049674,0.0,1.843533383049674
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,49,910,3344,432.42640687119285,1.2972792206135786,119.84,2097.891271695594,11.5,0.0,2095.981141522029,0.0003337783711615488,3,4,0.07754753685534366,102,Tahoe Old Forest,74000-Volcanic-102,"Playco loamy sand, 8 to 30 percent slopes (LS)","Playco loamy sand, 8 to 30 percent slopes (LS)",7.862609558469356,8.864706855137019,16.650232006170402
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,50,911,3334,102.42640687119285,0.3072792206135786,172.35,2085.1796344647523,11.5,0.0002,2084.865042065564,0.0002901073397156948,3,4,0.09372377992573412,102,Tahoe Old Forest,74000-Volcanic-102,"Playco loamy sand, 8 to 30 percent slopes (LS)","Playco loamy sand, 8 to 30 percent slopes (LS)",47.51378882973784,37.42524462616337,84.93903345590121
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,51,912,3324,132.42640687119285,0.39727922061357857,199.21,2083.515988153205,11.5,0.0002,2083.1635460067264,0.00020079313287485568,3,4,0.08912666666666667,102,Tahoe Old Forest,74000-Volcanic-102,"Playco loamy sand, 8 to 30 percent slopes (LS)","Playco loamy sand, 8 to 30 percent slopes (LS)",42.53935046967411,28.946895290014933,71.48624575968904
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,52,913,3314,356.98484809835,1.07095454429505,222.33,2081.9223676516885,11.5,0.0,2081.355732469752,8.99563711599874e-05,2,2,0.07410035134862554,102,Tahoe Old Forest,74000-Volcanic-102,"Playco loamy sand, 8 to 30 percent slopes (LS)","Playco loamy sand, 8 to 30 percent slopes (LS)",17.647807837111163,10.738084133691977,28.38589197080314
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,53,914,3304,84.8528137423857,0.2545584412271571,262.79,2079.992161041135,11.5,0.0,2079.9346246051978,3.805319837132311e-05,1,1,0.06364,102,Tahoe Old Forest,74000-Volcanic-102,"Playco loamy sand, 8 to 30 percent slopes (LS)","Playco loamy sand, 8 to 30 percent slopes (LS)",87.99551054765925,45.176266575807205,133.17177712346646
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,54,915,3294,30.0,0.09,276.86,2079.4471574080762,11.5,0.0009,2079.427978039442,7.22386765874449e-05,1,1,0.09667,102,Tahoe Old Forest,74000-Volcanic-102,"Playco loamy sand, 8 to 30 percent slopes (LS)","Playco loamy sand, 8 to 30 percent slopes (LS)",262.22222222222223,127.77777777777779,390.00000000000006
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,55,916,3284,324.85281374238576,0.9745584412271573,10.36,2102.868725868726,0.0,0.0,2086.285714285714,0.005791505791505792,3,4,0.1198407830751602,102,Tahoe Old Forest,74000-Volcanic-102,"Playco loamy sand, 8 to 30 percent slopes (LS)","Playco loamy sand, 8 to 30 percent slopes (LS)",0.9234951562953231,0.0,0.9234951562953231
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,56,917,3274,659.1168824543142,1.9773506473629425,44.62,2097.9188704616763,0.1,0.039700000000000006,2095.317122366652,0.0008964589870013448,1,1,0.27530190615529326,102,Tahoe Old Forest,74001-Volcanic-102,"Playco loamy sand, 30 to 65 percent slopes (LS)","Playco loamy sand, 30 to 65 percent slopes (LS)",1.921763347875502,0.05057271968093427,1.9723360675564365
seattle_k_Cedar_River_CurCond.202009.cl532.chn_cs200,RiverCurCond.202009.cl532.chncs200,seattle_k_Cedar,57,918,3264,30.0,0.09,55.34,2098.8362847849653,0.1,0.0,2098.5484279002526,0.0007228044813877845,3,4,0.09,102,Tahoe Old Forest,74000-Volcanic-102,"Playco loamy sand, 8 to 30 percent slopes (LS)","Playco loamy sand, 8 to 30 percent slopes (LS)",52.22222222222223,1.1111111111111112,53.333333333333336
