"model","assessment_id","attempt_id","view","selected_window_minutes","min_probability_fraction","year_filter","sort","descending","offset","limit","intensity_unit","rainfall_unit","probability_unit","event_id","date_label","date_semantics","return_interval_years","duration_minutes","peak_intensity","window_rainfall","total_event_rainfall","probability_fraction","target_probability_fraction","reason"
"M3","5d2980fedf0f4e7197075469334b8993","5d2980fedf0f4e7197075469334b8993","displayed view",30,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","1f3ddefcf4cc794ca1a3b27c90974a4494effd9420848e4b27c8987623b74d93:15","16 / 1 / 1","calendar",,30,0.7874019999999999,0.39370099999999997,0.39370099999999997,0.9263068838901626,,
"M3","5d2980fedf0f4e7197075469334b8993","5d2980fedf0f4e7197075469334b8993","displayed view",30,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","1f3ddefcf4cc794ca1a3b27c90974a4494effd9420848e4b27c8987623b74d93:16","17 / 1 / 1","calendar",,30,0.7874019999999999,0.39370099999999997,0.39370099999999997,0.9263068838901626,,
"M3","5d2980fedf0f4e7197075469334b8993","5d2980fedf0f4e7197075469334b8993","displayed view",30,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","1f3ddefcf4cc794ca1a3b27c90974a4494effd9420848e4b27c8987623b74d93:17","18 / 1 / 1","calendar",,30,0.7874019999999999,0.39370099999999997,0.39370099999999997,0.9263068838901626,,
"M3","5d2980fedf0f4e7197075469334b8993","5d2980fedf0f4e7197075469334b8993","displayed view",30,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","1f3ddefcf4cc794ca1a3b27c90974a4494effd9420848e4b27c8987623b74d93:18","19 / 1 / 1","calendar",,30,0.7874019999999999,0.39370099999999997,0.39370099999999997,0.9263068838901626,,
"M3","5d2980fedf0f4e7197075469334b8993","5d2980fedf0f4e7197075469334b8993","displayed view",30,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","1f3ddefcf4cc794ca1a3b27c90974a4494effd9420848e4b27c8987623b74d93:19","20 / 1 / 1","calendar",,30,0.7874019999999999,0.39370099999999997,0.39370099999999997,0.9263068838901626,,
"M3","5d2980fedf0f4e7197075469334b8993","5d2980fedf0f4e7197075469334b8993","displayed view",30,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","1f3ddefcf4cc794ca1a3b27c90974a4494effd9420848e4b27c8987623b74d93:20","21 / 1 / 1","calendar",,30,0.7874019999999999,0.39370099999999997,0.39370099999999997,0.9263068838901626,,
"M3","5d2980fedf0f4e7197075469334b8993","5d2980fedf0f4e7197075469334b8993","displayed view",30,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","1f3ddefcf4cc794ca1a3b27c90974a4494effd9420848e4b27c8987623b74d93:21","22 / 1 / 1","calendar",,30,0.7874019999999999,0.39370099999999997,0.39370099999999997,0.9263068838901626,,
"M3","5d2980fedf0f4e7197075469334b8993","5d2980fedf0f4e7197075469334b8993","displayed view",30,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","1f3ddefcf4cc794ca1a3b27c90974a4494effd9420848e4b27c8987623b74d93:22","23 / 1 / 1","calendar",,30,0.7874019999999999,0.39370099999999997,0.39370099999999997,0.9263068838901626,,
"M3","5d2980fedf0f4e7197075469334b8993","5d2980fedf0f4e7197075469334b8993","displayed view",30,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","1f3ddefcf4cc794ca1a3b27c90974a4494effd9420848e4b27c8987623b74d93:23","24 / 1 / 1","calendar",,30,0.7874019999999999,0.39370099999999997,0.39370099999999997,0.9263068838901626,,
"M3","5d2980fedf0f4e7197075469334b8993","5d2980fedf0f4e7197075469334b8993","displayed view",30,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","1f3ddefcf4cc794ca1a3b27c90974a4494effd9420848e4b27c8987623b74d93:24","25 / 1 / 1","calendar",,30,0.7874019999999999,0.39370099999999997,0.39370099999999997,0.9263068838901626,,
"M3","5d2980fedf0f4e7197075469334b8993","5d2980fedf0f4e7197075469334b8993","displayed view",30,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","1f3ddefcf4cc794ca1a3b27c90974a4494effd9420848e4b27c8987623b74d93:25","26 / 1 / 1","calendar",,30,0.7874019999999999,0.39370099999999997,0.39370099999999997,0.9263068838901626,,
"M3","5d2980fedf0f4e7197075469334b8993","5d2980fedf0f4e7197075469334b8993","displayed view",30,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","1f3ddefcf4cc794ca1a3b27c90974a4494effd9420848e4b27c8987623b74d93:26","27 / 1 / 1","calendar",,30,0.7874019999999999,0.39370099999999997,0.39370099999999997,0.9263068838901626,,
"M3","5d2980fedf0f4e7197075469334b8993","5d2980fedf0f4e7197075469334b8993","displayed view",30,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","1f3ddefcf4cc794ca1a3b27c90974a4494effd9420848e4b27c8987623b74d93:27","28 / 1 / 1","calendar",,30,0.7874019999999999,0.39370099999999997,0.39370099999999997,0.9263068838901626,,
"M3","5d2980fedf0f4e7197075469334b8993","5d2980fedf0f4e7197075469334b8993","displayed view",30,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","1f3ddefcf4cc794ca1a3b27c90974a4494effd9420848e4b27c8987623b74d93:28","29 / 1 / 1","calendar",,30,0.7874019999999999,0.39370099999999997,0.39370099999999997,0.9263068838901626,,
"M3","5d2980fedf0f4e7197075469334b8993","5d2980fedf0f4e7197075469334b8993","displayed view",30,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","1f3ddefcf4cc794ca1a3b27c90974a4494effd9420848e4b27c8987623b74d93:29","30 / 1 / 1","calendar",,30,0.7874019999999999,0.39370099999999997,0.39370099999999997,0.9263068838901626,,
