8|"August"|"None"|||||||||||||"3015982"|"32331826"
7|"July"|"None"|||||||||||||"3015982"|"32331827"
11|"November"|"None"|||||||||||||"3015982"|"32331828"
12|"December"|"None"|||||||||||||"3015982"|"32642577"
6|"June"|"None"|||||||||||||"3015982"|"32642578"
10|"October"|"None"|||||||||||||"3015982"|"32642579"
2|"February"|"None"|||||||||||||"3015982"|"32953328"
3|"March"|"None"|||||||||||||"3015982"|"32953329"
9|"September"|"None"|||||||||||||"3015982"|"32953330"
2|"February"|"None"|||||||||||||"2983599"|"32254136"
3|"March"|"None"|||||||||||||"2983599"|"32254137"
8|"August"|"None"|||||||||||||"2983599"|"32254138"
1|"January"|"None"|||||||||||||"2983599"|"32564887"
5|"May"|"None"|||||||||||||"2983599"|"32564888"
12|"December"|"None"|||||||||||||"2983599"|"32564889"
7|"July"|"None"|||||||||||||"2983599"|"32875638"
11|"November"|"None"|||||||||||||"2983599"|"32875639"
10|"October"|"None"|||||||||||||"2983599"|"32875640"
6|"June"|"None"|||||||||||||"2983599"|"33186389"
4|"April"|"None"|||||||||||||"2983599"|"33186390"
9|"September"|"None"|||||||||||||"2983599"|"33186391"
8|"August"|"None"|||||||||||||"2996552"|"32098770"
7|"July"|"None"|||||||||||||"2996552"|"32098771"
11|"November"|"None"|||||||||||||"2996552"|"32098772"
12|"December"|"None"|||||||||||||"2996552"|"32409521"
6|"June"|"None"|||||||||||||"2996552"|"32409522"
10|"October"|"None"|||||||||||||"2996552"|"32409523"
2|"February"|"None"|||||||||||||"2996552"|"32720272"
3|"March"|"None"|||||||||||||"2996552"|"32720273"
9|"September"|"None"|||||||||||||"2996552"|"32720274"
4|"April"|"None"|||||||||||||"2996552"|"33031022"
1|"January"|"None"|||||||||||||"2996552"|"33031023"
5|"May"|"None"|||||||||||||"2996552"|"33031024"
2|"February"|"None"|||||||||||||"3028935"|"32176455"
3|"March"|"None"|||||||||||||"3028935"|"32176456"
9|"September"|"None"|||||||||||||"3028935"|"32176457"
4|"April"|"None"|||||||||||||"3028935"|"32487205"
1|"January"|"None"|||||||||||||"3028935"|"32487206"
5|"May"|"None"|||||||||||||"3028935"|"32487207"
8|"August"|"None"|||||||||||||"3028935"|"32797956"
7|"July"|"None"|||||||||||||"3028935"|"32797957"
11|"November"|"None"|||||||||||||"3028935"|"32797958"
12|"December"|"None"|||||||||||||"3028935"|"33108707"
6|"June"|"None"|||||||||||||"3028935"|"33108708"
10|"October"|"None"|||||||||||||"3028935"|"33108709"
4|"April"|"None"|||||||||||||"2964169"|"32021081"
1|"January"|"None"|||||||||||||"2964169"|"32021082"
5|"May"|"None"|||||||||||||"2964169"|"32021083"
8|"August"|"None"|||||||||||||"2964169"|"32331832"
7|"July"|"None"|||||||||||||"2964169"|"32331833"
11|"November"|"None"|||||||||||||"2964169"|"32331834"
12|"December"|"None"|||||||||||||"2964169"|"32642583"
6|"June"|"None"|||||||||||||"2964169"|"32642584"
10|"October"|"None"|||||||||||||"2964169"|"32642585"
2|"February"|"None"|||||||||||||"2964169"|"32953334"
3|"March"|"None"|||||||||||||"2964169"|"32953335"
9|"September"|"None"|||||||||||||"2964169"|"32953336"
8|"August"|"None"|||||||||||||"3048365"|"32098776"
7|"July"|"None"|||||||||||||"3048365"|"32098777"
11|"November"|"None"|||||||||||||"3048365"|"32098778"
12|"December"|"None"|||||||||||||"3048365"|"32409527"
6|"June"|"None"|||||||||||||"3048365"|"32409528"
10|"October"|"None"|||||||||||||"3048365"|"32409529"
2|"February"|"None"|||||||||||||"3048365"|"32720278"
3|"March"|"None"|||||||||||||"3048365"|"32720279"
9|"September"|"None"|||||||||||||"3048365"|"32720280"
4|"April"|"None"|||||||||||||"3048365"|"33031028"
1|"January"|"None"|||||||||||||"3048365"|"33031029"
5|"May"|"None"|||||||||||||"3048365"|"33031030"
4|"April"|"None"|||||||||||||"3009505"|"32254127"
1|"January"|"None"|||||||||||||"3009505"|"32254128"
5|"May"|"None"|||||||||||||"3009505"|"32254129"
8|"August"|"None"|||||||||||||"3009505"|"32564878"
7|"July"|"None"|||||||||||||"3009505"|"32564879"
11|"November"|"None"|||||||||||||"3009505"|"32564880"
12|"December"|"None"|||||||||||||"3009505"|"32875629"
6|"June"|"None"|||||||||||||"3009505"|"32875630"
10|"October"|"None"|||||||||||||"3009505"|"32875631"
2|"February"|"None"|||||||||||||"3009505"|"33186380"
3|"March"|"None"|||||||||||||"3009505"|"33186381"
9|"September"|"None"|||||||||||||"3009505"|"33186382"
2|"February"|"None"|||||||||||||"3054841"|"32176458"
3|"March"|"None"|||||||||||||"3054841"|"32176459"
9|"September"|"None"|||||||||||||"3054841"|"32176460"
4|"April"|"None"|||||||||||||"3054841"|"32487208"
1|"January"|"None"|||||||||||||"3054841"|"32487209"
5|"May"|"None"|||||||||||||"3054841"|"32487210"
8|"August"|"None"|||||||||||||"3054841"|"32797959"
7|"July"|"None"|||||||||||||"3054841"|"32797960"
11|"November"|"None"|||||||||||||"3054841"|"32797961"
12|"December"|"None"|||||||||||||"3054841"|"33108710"
6|"June"|"None"|||||||||||||"3054841"|"33108711"
10|"October"|"None"|||||||||||||"3054841"|"33108712"
4|"April"|"None"|||||||||||||"2964168"|"32021069"
1|"January"|"None"|||||||||||||"2964168"|"32021070"
5|"May"|"None"|||||||||||||"2964168"|"32021071"
8|"August"|"None"|||||||||||||"2964168"|"32331820"
7|"July"|"None"|||||||||||||"2964168"|"32331821"
11|"November"|"None"|||||||||||||"2964168"|"32331822"
12|"December"|"None"|||||||||||||"2964168"|"32642571"
6|"June"|"None"|||||||||||||"2964168"|"32642572"
10|"October"|"None"|||||||||||||"2964168"|"32642573"
2|"February"|"None"|||||||||||||"2964168"|"32953322"
3|"March"|"None"|||||||||||||"2964168"|"32953323"
9|"September"|"None"|||||||||||||"2964168"|"32953324"
8|"August"|"None"|||||||||||||"3022459"|"32098773"
7|"July"|"None"|||||||||||||"3022459"|"32098774"
11|"November"|"None"|||||||||||||"3022459"|"32098775"
12|"December"|"None"|||||||||||||"3022459"|"32409524"
6|"June"|"None"|||||||||||||"3022459"|"32409525"
10|"October"|"None"|||||||||||||"3022459"|"32409526"
2|"February"|"None"|||||||||||||"3022459"|"32720275"
3|"March"|"None"|||||||||||||"3022459"|"32720276"
9|"September"|"None"|||||||||||||"3022459"|"32720277"
4|"April"|"None"|||||||||||||"3022459"|"33031025"
1|"January"|"None"|||||||||||||"3022459"|"33031026"
5|"May"|"None"|||||||||||||"3022459"|"33031027"
2|"February"|"None"|||||||||||||"3003029"|"32176464"
3|"March"|"None"|||||||||||||"3003029"|"32176465"
9|"September"|"None"|||||||||||||"3003029"|"32176466"
4|"April"|"None"|||||||||||||"3003029"|"32487214"
1|"January"|"None"|||||||||||||"3003029"|"32487215"
5|"May"|"None"|||||||||||||"3003029"|"32487216"
8|"August"|"None"|||||||||||||"3003029"|"32797965"
7|"July"|"None"|||||||||||||"3003029"|"32797966"
11|"November"|"None"|||||||||||||"3003029"|"32797967"
12|"December"|"None"|||||||||||||"3003029"|"33108716"
6|"June"|"None"|||||||||||||"3003029"|"33108717"
10|"October"|"None"|||||||||||||"3003029"|"33108718"
8|"August"|"None"|||||||||||||"3048364"|"32098764"
7|"July"|"None"|||||||||||||"3048364"|"32098765"
11|"November"|"None"|||||||||||||"3048364"|"32098766"
12|"December"|"None"|||||||||||||"3048364"|"32409515"
6|"June"|"None"|||||||||||||"3048364"|"32409516"
10|"October"|"None"|||||||||||||"3048364"|"32409517"
2|"February"|"None"|||||||||||||"3048364"|"32720266"
3|"March"|"None"|||||||||||||"3048364"|"32720267"
9|"September"|"None"|||||||||||||"3048364"|"32720268"
4|"April"|"None"|||||||||||||"3048364"|"33031016"
1|"January"|"None"|||||||||||||"3048364"|"33031017"
5|"May"|"None"|||||||||||||"3048364"|"33031018"
8|"August"|"None"|||||||||||||"2970645"|"32098767"
7|"July"|"None"|||||||||||||"2970645"|"32098768"
11|"November"|"None"|||||||||||||"2970645"|"32098769"
12|"December"|"None"|||||||||||||"2970645"|"32409518"
6|"June"|"None"|||||||||||||"2970645"|"32409519"
10|"October"|"None"|||||||||||||"2970645"|"32409520"
2|"February"|"None"|||||||||||||"2970645"|"32720269"
3|"March"|"None"|||||||||||||"2970645"|"32720270"
9|"September"|"None"|||||||||||||"2970645"|"32720271"
4|"April"|"None"|||||||||||||"2970645"|"33031019"
1|"January"|"None"|||||||||||||"2970645"|"33031020"
5|"May"|"None"|||||||||||||"2970645"|"33031021"
4|"April"|"None"|||"Very long"|0|7|15|||||||"2989666"|"32326925"
1|"January"|"None"|||"Very long"|0|7|15|||||||"2989666"|"32326926"
5|"May"|"None"|||"Very long"|0|7|15|||||||"2989666"|"32326927"
8|"August"|"None"|||||||||||||"2989666"|"32637676"
7|"July"|"None"|||||||||||||"2989666"|"32637677"
11|"November"|"None"|||"Very long"|0|7|15|||||||"2989666"|"32637678"
12|"December"|"None"|||"Very long"|0|7|15|||||||"2989666"|"32948427"
6|"June"|"None"|||"Very long"|0|7|15|||||||"2989666"|"32948428"
10|"October"|"None"|||"Very long"|0|7|15|||||||"2989666"|"32948429"
2|"February"|"None"|||"Very long"|0|7|15|||||||"2989666"|"33259178"
3|"March"|"None"|||"Very long"|0|7|15|||||||"2989666"|"33259179"
9|"September"|"None"|||"Very long"|0|7|15|||||||"2989666"|"33259180"
2|"February"|"None"|||||||||||||"3028936"|"32176467"
3|"March"|"None"|||||||||||||"3028936"|"32176468"
9|"September"|"None"|||||||||||||"3028936"|"32176469"
4|"April"|"None"|||||||||||||"3028936"|"32487217"
1|"January"|"None"|||||||||||||"3028936"|"32487218"
5|"May"|"None"|||||||||||||"3028936"|"32487219"
8|"August"|"None"|||||||||||||"3028936"|"32797968"
7|"July"|"None"|||||||||||||"3028936"|"32797969"
11|"November"|"None"|||||||||||||"3028936"|"32797970"
12|"December"|"None"|||||||||||||"3028936"|"33108719"
6|"June"|"None"|||||||||||||"3028936"|"33108720"
10|"October"|"None"|||||||||||||"3028936"|"33108721"
4|"April"|"None"|||||||||||||"2983598"|"32254124"
1|"January"|"None"|||||||||||||"2983598"|"32254125"
5|"May"|"None"|||||||||||||"2983598"|"32254126"
8|"August"|"None"|||||||||||||"2983598"|"32564875"
7|"July"|"None"|||||||||||||"2983598"|"32564876"
11|"November"|"None"|||||||||||||"2983598"|"32564877"
12|"December"|"None"|||||||||||||"2983598"|"32875626"
6|"June"|"None"|||||||||||||"2983598"|"32875627"
10|"October"|"None"|||||||||||||"2983598"|"32875628"
2|"February"|"None"|||||||||||||"2983598"|"33186377"
3|"March"|"None"|||||||||||||"2983598"|"33186378"
9|"September"|"None"|||||||||||||"2983598"|"33186379"
4|"April"|"None"|||||||||||||"2990076"|"32021084"
12|"December"|"None"|||||||||||||"2990076"|"32642586"
6|"June"|"None"|||||||||||||"2990076"|"32642587"
10|"October"|"None"|||||||||||||"2990076"|"32642588"
2|"February"|"None"|||||||||||||"2990076"|"32953337"
3|"March"|"None"|||||||||||||"2990076"|"32953338"
9|"September"|"None"|||||||||||||"2990076"|"32953339"
1|"January"|"None"|||||||||||||"2990076"|"32021085"
5|"May"|"None"|||||||||||||"2990076"|"32021086"
8|"August"|"None"|||||||||||||"2990076"|"32331835"
7|"July"|"None"|||||||||||||"2990076"|"32331836"
11|"November"|"None"|||||||||||||"2990076"|"32331837"
8|"August"|"None"|||||||||||||"2970646"|"32098779"
7|"July"|"None"|||||||||||||"2970646"|"32098780"
11|"November"|"None"|||||||||||||"2970646"|"32098781"
12|"December"|"None"|||||||||||||"2970646"|"32409530"
6|"June"|"None"|||||||||||||"2970646"|"32409531"
10|"October"|"None"|||||||||||||"2970646"|"32409532"
2|"February"|"None"|||||||||||||"2970646"|"32720281"
3|"March"|"None"|||||||||||||"2970646"|"32720282"
9|"September"|"None"|||||||||||||"2970646"|"32720283"
4|"April"|"None"|||||||||||||"2970646"|"33031031"
1|"January"|"None"|||||||||||||"2970646"|"33031032"
5|"May"|"None"|||||||||||||"2970646"|"33031033"
2|"February"|"None"|||"Very long"|0|7|15|||||||"3028937"|"32176479"
3|"March"|"None"|||"Very long"|0|7|15|||||||"3028937"|"32176480"
9|"September"|"None"|||"Very long"|0|7|15|||||||"3028937"|"32176481"
4|"April"|"None"|||"Very long"|0|7|15|||||||"3028937"|"32487229"
1|"January"|"None"|||"Very long"|0|7|15|||||||"3028937"|"32487230"
5|"May"|"None"|||"Very long"|0|7|15|||||||"3028937"|"32487231"
8|"August"|"None"|||||||||||||"3028937"|"32797980"
7|"July"|"None"|||||||||||||"3028937"|"32797981"
11|"November"|"None"|||"Very long"|0|7|15|||||||"3028937"|"32797982"
12|"December"|"None"|||"Very long"|0|7|15|||||||"3028937"|"33108731"
6|"June"|"None"|||"Very long"|0|7|15|||||||"3028937"|"33108732"
10|"October"|"None"|||"Very long"|0|7|15|||||||"3028937"|"33108733"
4|"April"|"None"|||||||||||||"3009507"|"32254151"
1|"January"|"None"|||||||||||||"3009507"|"32254152"
5|"May"|"None"|||||||||||||"3009507"|"32254153"
8|"August"|"None"|||||||||||||"3009507"|"32564902"
7|"July"|"None"|||||||||||||"3009507"|"32564903"
11|"November"|"None"|||||||||||||"3009507"|"32564904"
12|"December"|"None"|||||||||||||"3009507"|"32875653"
6|"June"|"None"|||||||||||||"3009507"|"32875654"
10|"October"|"None"|||||||||||||"3009507"|"32875655"
2|"February"|"None"|||||||||||||"3009507"|"33186404"
3|"March"|"None"|||||||||||||"3009507"|"33186405"
9|"September"|"None"|||||||||||||"3009507"|"33186406"
2|"February"|"None"|||||||||||||"3054842"|"32176470"
3|"March"|"None"|||||||||||||"3054842"|"32176471"
9|"September"|"None"|||||||||||||"3054842"|"32176472"
4|"April"|"None"|||||||||||||"3054842"|"32487220"
1|"January"|"None"|||||||||||||"3054842"|"32487221"
5|"May"|"None"|||||||||||||"3054842"|"32487222"
8|"August"|"None"|||||||||||||"3054842"|"32797971"
7|"July"|"None"|||||||||||||"3054842"|"32797972"
11|"November"|"None"|||||||||||||"3054842"|"32797973"
12|"December"|"None"|||||||||||||"3054842"|"33108722"
6|"June"|"None"|||||||||||||"3054842"|"33108723"
10|"October"|"None"|||||||||||||"3054842"|"33108724"
4|"April"|"None"|||||||||||||"3061319"|"32254145"
1|"January"|"None"|||||||||||||"3061319"|"32254146"
5|"May"|"None"|||||||||||||"3061319"|"32254147"
8|"August"|"None"|||||||||||||"3061319"|"32564896"
7|"July"|"None"|||||||||||||"3061319"|"32564897"
11|"November"|"None"|||||||||||||"3061319"|"32564898"
12|"December"|"None"|||||||||||||"3061319"|"32875647"
6|"June"|"None"|||||||||||||"3061319"|"32875648"
10|"October"|"None"|||||||||||||"3061319"|"32875649"
2|"February"|"None"|||||||||||||"3061319"|"33186398"
3|"March"|"None"|||||||||||||"3061319"|"33186399"
9|"September"|"None"|||||||||||||"3061319"|"33186400"
2|"February"|"None"|||||||||||||"2977123"|"32176473"
3|"March"|"None"|||||||||||||"2977123"|"32176474"
9|"September"|"None"|||||||||||||"2977123"|"32176475"
4|"April"|"None"|||||||||||||"2977123"|"32487223"
1|"January"|"None"|||||||||||||"2977123"|"32487224"
5|"May"|"None"|||||||||||||"2977123"|"32487225"
8|"August"|"None"|||||||||||||"2977123"|"32797974"
7|"July"|"None"|||||||||||||"2977123"|"32797975"
11|"November"|"None"|||||||||||||"2977123"|"32797976"
12|"December"|"None"|||||||||||||"2977123"|"33108725"
6|"June"|"None"|||||||||||||"2977123"|"33108726"
10|"October"|"None"|||||||||||||"2977123"|"33108727"
4|"April"|"None"|||||||||||||"3009506"|"32254139"
1|"January"|"None"|||||||||||||"3009506"|"32254140"
5|"May"|"None"|||||||||||||"3009506"|"32254141"
8|"August"|"None"|||||||||||||"3009506"|"32564890"
7|"July"|"None"|||||||||||||"3009506"|"32564891"
11|"November"|"None"|||||||||||||"3009506"|"32564892"
12|"December"|"None"|||||||||||||"3009506"|"32875641"
6|"June"|"None"|||||||||||||"3009506"|"32875642"
10|"October"|"None"|||||||||||||"3009506"|"32875643"
2|"February"|"None"|||||||||||||"3009506"|"33186392"
3|"March"|"None"|||||||||||||"3009506"|"33186393"
9|"September"|"None"|||||||||||||"3009506"|"33186394"
4|"April"|"None"|||||||||||||"3041889"|"32021090"
1|"January"|"None"|||||||||||||"3041889"|"32021091"
5|"May"|"None"|||||||||||||"3041889"|"32021092"
8|"August"|"None"|||||||||||||"3041889"|"32331841"
7|"July"|"None"|||||||||||||"3041889"|"32331842"
11|"November"|"None"|||||||||||||"3041889"|"32331843"
12|"December"|"None"|||||||||||||"3041889"|"32642592"
6|"June"|"None"|||||||||||||"3041889"|"32642593"
10|"October"|"None"|||||||||||||"3041889"|"32642594"
2|"February"|"None"|||||||||||||"3041889"|"32953343"
3|"March"|"None"|||||||||||||"3041889"|"32953344"
9|"September"|"None"|||||||||||||"3041889"|"32953345"
4|"April"|"None"|||||||||||||"2964170"|"32021093"
1|"January"|"None"|||||||||||||"2964170"|"32021094"
5|"May"|"None"|||||||||||||"2964170"|"32021095"
8|"August"|"None"|||||||||||||"2964170"|"32331844"
7|"July"|"None"|||||||||||||"2964170"|"32331845"
11|"November"|"None"|||||||||||||"2964170"|"32331846"
12|"December"|"None"|||||||||||||"2964170"|"32642595"
6|"June"|"None"|||||||||||||"2964170"|"32642596"
10|"October"|"None"|||||||||||||"2964170"|"32642597"
2|"February"|"None"|||||||||||||"2964170"|"32953346"
3|"March"|"None"|||||||||||||"2964170"|"32953347"
9|"September"|"None"|||||||||||||"2964170"|"32953348"
2|"February"|"None"|||||||||||||"3054843"|"32176482"
3|"March"|"None"|||||||||||||"3054843"|"32176483"
9|"September"|"None"|||||||||||||"3054843"|"32176484"
4|"April"|"None"|||||||||||||"3054843"|"32487232"
1|"January"|"None"|||||||||||||"3054843"|"32487233"
5|"May"|"None"|||||||||||||"3054843"|"32487234"
8|"August"|"None"|||||||||||||"3054843"|"32797983"
7|"July"|"None"|||||||||||||"3054843"|"32797984"
11|"November"|"None"|||||||||||||"3054843"|"32797985"
12|"December"|"None"|||||||||||||"3054843"|"33108734"
6|"June"|"None"|||||||||||||"3054843"|"33108735"
10|"October"|"None"|||||||||||||"3054843"|"33108736"
8|"August"|"None"|||||||||||||"3022460"|"32098785"
7|"July"|"None"|||||||||||||"3022460"|"32098786"
11|"November"|"None"|||||||||||||"3022460"|"32098787"
12|"December"|"None"|||||||||||||"3022460"|"32409536"
6|"June"|"None"|||||||||||||"3022460"|"32409537"
10|"October"|"None"|||||||||||||"3022460"|"32409538"
2|"February"|"None"|||||||||||||"3022460"|"32720287"
3|"March"|"None"|||||||||||||"3022460"|"32720288"
9|"September"|"None"|||||||||||||"3022460"|"32720289"
4|"April"|"None"|||||||||||||"3022460"|"33031037"
1|"January"|"None"|||||||||||||"3022460"|"33031038"
5|"May"|"None"|||||||||||||"3022460"|"33031039"
8|"August"|"None"|||||||||||||"2970647"|"32098791"
7|"July"|"None"|||||||||||||"2970647"|"32098792"
11|"November"|"None"|||||||||||||"2970647"|"32098793"
12|"December"|"None"|||||||||||||"2970647"|"32409542"
6|"June"|"None"|||||||||||||"2970647"|"32409543"
10|"October"|"None"|||||||||||||"2970647"|"32409544"
2|"February"|"None"|||||||||||||"2970647"|"32720293"
3|"March"|"None"|||||||||||||"2970647"|"32720294"
9|"September"|"None"|||||||||||||"2970647"|"32720295"
4|"April"|"None"|||||||||||||"2970647"|"33031043"
1|"January"|"None"|||||||||||||"2970647"|"33031044"
5|"May"|"None"|||||||||||||"2970647"|"33031045"
4|"April"|"None"|||||||||||||"2990077"|"32021096"
1|"January"|"None"|||||||||||||"2990077"|"32021097"
5|"May"|"None"|||||||||||||"2990077"|"32021098"
8|"August"|"None"|||||||||||||"2990077"|"32331847"
7|"July"|"None"|||||||||||||"2990077"|"32331848"
11|"November"|"None"|||||||||||||"2990077"|"32331849"
12|"December"|"None"|||||||||||||"2990077"|"32642598"
6|"June"|"None"|||||||||||||"2990077"|"32642599"
10|"October"|"None"|||||||||||||"2990077"|"32642600"
2|"February"|"None"|||||||||||||"2990077"|"32953349"
3|"March"|"None"|||||||||||||"2990077"|"32953350"
9|"September"|"None"|||||||||||||"2990077"|"32953351"
2|"February"|"None"|||||||||||||"3003030"|"32176476"
3|"March"|"None"|||||||||||||"3003030"|"32176477"
9|"September"|"None"|||||||||||||"3003030"|"32176478"
4|"April"|"None"|||||||||||||"3003030"|"32487226"
1|"January"|"None"|||||||||||||"3003030"|"32487227"
5|"May"|"None"|||||||||||||"3003030"|"32487228"
8|"August"|"None"|||||||||||||"3003030"|"32797977"
7|"July"|"None"|||||||||||||"3003030"|"32797978"
11|"November"|"None"|||||||||||||"3003030"|"32797979"
12|"December"|"None"|||||||||||||"3003030"|"33108728"
6|"June"|"None"|||||||||||||"3003030"|"33108729"
10|"October"|"None"|||||||||||||"3003030"|"33108730"
4|"April"|"None"|||||||||||||"3035413"|"32254142"
1|"January"|"None"|||||||||||||"3035413"|"32254143"
5|"May"|"None"|||||||||||||"3035413"|"32254144"
8|"August"|"None"|||||||||||||"3035413"|"32564893"
7|"July"|"None"|||||||||||||"3035413"|"32564894"
11|"November"|"None"|||||||||||||"3035413"|"32564895"
12|"December"|"None"|||||||||||||"3035413"|"32875644"
6|"June"|"None"|||||||||||||"3035413"|"32875645"
10|"October"|"None"|||||||||||||"3035413"|"32875646"
2|"February"|"None"|||||||||||||"3035413"|"33186395"
3|"March"|"None"|||||||||||||"3035413"|"33186396"
9|"September"|"None"|||||||||||||"3035413"|"33186397"
4|"April"|"None"|||||||||||||"3015983"|"32021087"
1|"January"|"None"|||||||||||||"3015983"|"32021088"
5|"May"|"None"|||||||||||||"3015983"|"32021089"
8|"August"|"None"|||||||||||||"3015983"|"32331838"
7|"July"|"None"|||||||||||||"3015983"|"32331839"
11|"November"|"None"|||||||||||||"3015983"|"32331840"
12|"December"|"None"|||||||||||||"3015983"|"32642589"
6|"June"|"None"|||||||||||||"3015983"|"32642590"
10|"October"|"None"|||||||||||||"3015983"|"32642591"
2|"February"|"None"|||||||||||||"3015983"|"32953340"
3|"March"|"None"|||||||||||||"3015983"|"32953341"
9|"September"|"None"|||||||||||||"3015983"|"32953342"
8|"August"|"None"|||||||||||||"3048366"|"32098788"
7|"July"|"None"|||||||||||||"3048366"|"32098789"
11|"November"|"None"|||||||||||||"3048366"|"32098790"
12|"December"|"None"|||||||||||||"3048366"|"32409539"
6|"June"|"None"|||||||||||||"3048366"|"32409540"
10|"October"|"None"|||||||||||||"3048366"|"32409541"
2|"February"|"None"|||||||||||||"3048366"|"32720290"
3|"March"|"None"|||||||||||||"3048366"|"32720291"
9|"September"|"None"|||||||||||||"3048366"|"32720292"
4|"April"|"None"|||||||||||||"3048366"|"33031040"
1|"January"|"None"|||||||||||||"3048366"|"33031041"
5|"May"|"None"|||||||||||||"3048366"|"33031042"
4|"April"|"None"|||||||||||||"2983600"|"32254148"
1|"January"|"None"|||||||||||||"2983600"|"32254149"
5|"May"|"None"|||||||||||||"2983600"|"32254150"
8|"August"|"None"|||||||||||||"2983600"|"32564899"
7|"July"|"None"|||||||||||||"2983600"|"32564900"
11|"November"|"None"|||||||||||||"2983600"|"32564901"
12|"December"|"None"|||||||||||||"2983600"|"32875650"
6|"June"|"None"|||||||||||||"2983600"|"32875651"
10|"October"|"None"|||||||||||||"2983600"|"32875652"
2|"February"|"None"|||||||||||||"2983600"|"33186401"
3|"March"|"None"|||||||||||||"2983600"|"33186402"
9|"September"|"None"|||||||||||||"2983600"|"33186403"
8|"August"|"None"|||||||||||||"2996553"|"32098782"
7|"July"|"None"|||||||||||||"2996553"|"32098783"
