AGLIM1
----------------
DT
----------------
0   No information
1   Textural change between 20 and 40 cm depth
2   Textural change between 40 and 60 cm depth
3   Textural change between 60 and 80 cm depth
4   Textural change between 80 and 120 cm depth
5   No textural change between 20 and 120 cm depth
6   Textural change between 20 and 60 cm depth
7   Textural change between 60 and 120 cm depth
---------------------------------------------------------------------------
FAO85-FULL
----------------
       No information
A      Acrisol
Af     Ferric Acrisol
Ag     Gleyic Acrisol
Ah     Humic Acrisol
Ao     Orthic Acrisol
Ap     Plinthic Acrisol
B      Cambisol
Ba     Calcaric Cambisol
Bc     Chromic Cambisol
Bcc    Calcaro-Chromic Cambisol
Bch    Humo-Chromic Cambisol
Bck    Calci-Chromic Cambisol
Bcr    Rhodo-Chromic Cambisol
Bd     Dystric Cambisol
Bda    Ando-Dystric Cambisol
Bdg    Gleyo-Dystric Cambisol
Bds    Spodo-Dystric Cambisol
Be     Eutric Cambisol
Bea    Ando-Eutric Cambisol
Bec    Calcaro-Eutric Cambisol
Bef    Fluvi-Eutric Cambisol
Beg    Gleyo-Eutric Cambisol
Bev    Verti-Eutric Cambisol
Bf     Ferralic Cambisol
Bg     Gleyic Cambisol
Bgc    Calcaro-Gleyic Cambisol
Bge    Eutri-Gleyic Cambisol
Bgg    Stagno-Gleyic Cambisol
Bgs    Spodo-Gleyic Cambisol
Bgv    Verti-Gleyic Cambisol (?)
Bh     Humic Cambisol
Bhc    Calcaro-Humic Cambisol
Bk     Calcic Cambisol
Bkf    Fluvi-Calcic Cambisol
Bkh    Humo-Calcic Cambisol
Bkv    Verti-Calcic Cambisol
Bm     Mollic Cambisol
Bv     Vertic Cambisol
Bvc    Calcaro-Vertic Cambisol
Bvg    Gleyo-Vertic Cambisol
Bvk    Calci-Vertic Cambisol
Bx     Gelic Cambisol
Bxs    Spodo-Gelic Cambisol
C      Chernozem
Cg     Gleyic Chernozem
Ch     Haplic Chernozem
Chp    Pachi-Haplic Chernozem
Chv    Verti-Haplic Chernozem
Ck     Calcic Chernozem
Ckb    Vermi-Calcic Chernozem
Ckc    Calcaro-Calcic Chernozem
Ckcb   Vermi-Calcaro-Calcic Chernozem
Ckp    Pachi-Calcic Chernozem
Cl     Luvic Chernozem
D      Podzoluvisol
Dd     Dystric Podzoluvisol
De     Eutric Podzoluvisol
Dg     Gleyic Podzoluvisol
Dgd    Dystric Gleyic Podzoluvisol
Dge    Eutric Gleyic Podzoluvisol
Dgs    Stagno-Gleyic Podzoluvisol
E      Rendzina
Ec     Cambic Rendzina
Eh     Histic Rendzina
Eo     Orthic Rendzina
F      Ferralsol
Fo     Orthic Ferralsol
G      Gleysol
Gc     Calcaric Gleysol
Gcf    Fluvi-Calcaric Gleysol
Gcs    Stagno-Calcaric Gleysol
Gd     Dystric Gleysol
Gdf    Fluvi-Dystric Gleysol
Gds    Stagno-Dystric Gleysol
Ge     Eutric Gleysol
Gef    Fluvi-Eutric Gleysol
Ges    Stagno-Eutric Gleysol
Gev    Verti-Eutric Gleysol
Gf     Fluvic Gleysol
Gfm    Molli-Fluvic Gleysol
Gh     Humic Gleysol
Ghf    Fluvi-Humic Gleysol
Ghh    Histo-Humic Gleysol
Ght    Thioni-Humic Gleysol
Gi     Histic Gleysol
Gih    Humo-Histic Gleysol
Gl     Luvic Gleysol
Gls    Stagno-Luvic Gleysol
Gm     Mollic Gleysol
Gmc    Calcaro-Mollic Gleysol
Gmf    Fluvi-Mollic Gleysol
Gmv    Verti-Mollic Gleysol
Gs     Stagnic Gleysol
Gt     Thionic Gleysol
Gtz    Undefined code
Gx     Gelic Gleysol
H      Phaeozem
Hc     Calcaric Phaeozem
Hcb    Vermi-Calcaric Phaeozem
Hcf    Fluvi-Calcaric Phaeozem
Hcn    Alkalino-Calcaric Phaeozem
Hcs    Saline-Calcaric Phaeozem
Hg     Gleyic Phaeozem
Hgc    Calcaro-Gleyic Phaeozem
Hgf    Fluvi-Gleyic Phaeozem
Hgs    Stagno-Gleyic Phaeozem
Hgv    Verti-Gleyic Phaeozem
Hh     Haplic Phaeozem
Hhv    Verti-Haplic Phaeozem
Hl     Luvic Phaeozem
Hlv    Verti-Luvic Phaeozem
Ho     Orthic Phaeozem
I      Lithosol
Ic     Calcaric Lithosol
Ich    Humo-Calcaric Lithosol
Id     Dystric Lithosol
Ie     Eutric Lithosol
J      Fluvisol
Jc     Calcaric Fluvisol
Jcf    Fluvi-Calcaric Fluvisol
Jcg    Gleyo-Calcaric Fluvisol
Jd     Dystric Fluvisol
Jdf    Fluvi-Dystric Fluvisol
Jdg    Gleyo-Dystric Fluvisol
Je     Eutric Fluvisol
Jef    Fluvi-Eutric Fluvisol
Jeg    Gleyo-Eutric Fluvisol
Jm     Mollic Fluvisol
Jmg    Gleyo-Mollic Fluvisol
Jmv    Verti-Mollic Fluvisol
Jt     Thionic Fluvisol
K      Kastanozem
Kh     Haplic Kastanozem
Khb    Vermi-Haplic Kastanozem
Kk     Calcic Kastanozem
Kkb    Vermi-Calcic Kastanozem
Kkv    Verti-Calcic Kastanozem
Kl     Luvic Kastanozem
Ko     Orthic Kastanozem
L      Luvisol
La     Albic Luvisol
Lap    Plano-Albic Luvisol
Lc     Chromic Luvisol
Lcp    Plano-Chromic Luvisol
Lcr    Rhodo-Chromic Luvisol
Lcv    Verti-Chromic Luvisol
Ld     Dystric Luvisol
Ldg    Gleyo-Dystric Luvisol
Lf     Ferric Luvisol
Lg     Gleyic Luvisol
Lga    Albo-Gleyic Luvisol
Lgp    Plano-Gleyic Luvisol
Lgs    Stagno-Gleyic Luvisol
Lh     Humic Luvisol
Lk     Calcic Luvisol
Lkc    Chromo-Calcic Luvisol
Lkcr   Rhodo-Chromo-Calcic Luvisol
Lkv    Verti-Calcic Luvisol
Lo     Orthic Luvisol
Lop    Plano-Orthic Luvisol
Lp     Plinthic Luvisol
Ls     Spodic Luvisol
Lv     Vertic Luvisol
Lvc    Chromo-Vertic Luvisol
Lvcr   Rhodo-Chromo-Vertic Luvisol
Lvk    Calci-Vertic Luvisol
M      Greyzem
Mo     Orthic Greyzem
Nc     Cambic Nitosol
O      Histosol
Od     Dystric Histosol
Odp    Placi-Dystric Histosol
Oe     Eutric Histosol
Ox     Gelic Histosol
P      Podzol
Pf     Ferric Podzol
Pg     Gleyic Podzol
Pgh    Histo-Gleyic Podzol
Pgs    Stagno-Gleyic Podzol
Ph     Humic Podzol
Phf    Ferro-Humic Podzol
Pl     Leptic Podzol
Plh    Humo-Leptic Podzol
Po     Orthic Podzol
Pof    Ferro-Orthic Podzol
Poh    Humo-Orthic Podzol
Pol    Lepto-Orthic Podzol
Pp     Placic Podzol
Pph    Humo-Placic Podzol
Q      Arenosol
Qa     Albic Arenosol
Qc     Cambic Arenosol
Qcc    Calcaro-Cambic Arenosol
Qcd    Dystri-Cambic Arenosol
Qcg    Gleyo-Cambic Arenosol
Qcs    Spodo-Cambic Arenosol
Qh     Humic Arenosol
Ql     Luvic Arenosol
Qld    Dystri-Luvic Arenosol
Qlg    Gleyo-Luvic Arenosol
R      Regosol
Rc     Calcaric Regosol
Rd     Dystric Regosol
Rds    Undefined code
Re     Eutric Regosol
Rx     Gelic Regosol
S      Solonetz
Sg     Gleyic Solonetz
Sm     Mollic Solonetz
So     Orthic Solonetz
Sof    Fluvi-Orthic Solonetz
T      Andosol
Th     Humic Andosol
Tm     Mollic Andosol
To     Ochric Andosol
Tv     Vitric Andosol
U      Ranker
Ud     Dystric Ranker
Ul     Luvic Ranker
V      Vertisol
Vc     Chromic Vertisol
Vcc    Calcaro-Chromic Vertisol
Vg     Gleyic Vertisol
Vgs    Undefined code
Vp     Pellic Vertisol
Vpc    Calcaro-Pellic Vertisol
Vpg    Gleyo-Pellic Vertisol
Vpn    Sodi-Pellic Vertisol
W      Planosol
Wd     Dystric Planosol
Wdv    Verti-Dystric Planosol
We     Eutric Planosol
Wev    Verti-Eutric Planosol
Wh     Humic Planosol
Wm     Mollic Planosol
Ws     Solodic Planosol
X      Xerosol
Xk     Calcic Xerosol
Xl     Luvic Xerosol
Xy     Gypsic Xerosol
Z      Solonchak
Zg     Gleyic Solonchak
Zgf    Fluvi-Gleyic Solonchak
Zo     Orthic Solonchak
Zt     Takyric Solonchak
p      Plaggensol
111    Town
222    Soil disturbed by man
333    Water body
444    Marsh
555    Glacier
666    Rock outcrops
---------------------------------------------------------------------------
FAO85-LEV1
----------------
A   Acrisol
B   Cambisol
C   Chernozem
D   Podzoluvisol
E   Rendzina
F   Ferralsol
G   Gleysol
H   Phaeozem
I   Lithosol
J   Fluvisol
K   Kastanozem
L   Luvisol
M   Greyzem
N   Nitosol
O   Histosol
P   Podzol
Q   Arenosol
R   Regosol
S   Solonetz
T   Andosol
U   Ranker
V   Vertisol
W   Planosol
X   Xerosol
Z   Solonchak
p   Plaggensol
1   Town
2   Soil disturbed by man
3   Water body
4   Marsh
5   Glacier
6   Rock outcrops
    No information
---------------------------------------------------------------------------
FAO85-LEV2
----------------
A    Acrisol
Af   Ferric Acrisol
Ag   Gleyic Acrisol
Ah   Humic Acrisol
Ao   Orthic Acrisol
Ap   Plinthic Acrisol
B    Cambisol
Ba   Calcaric Cambisol
Bc   Chromic Cambisol
Bd   Dystric Cambisol
Be   Eutric Cambisol
Bf   Ferralic Cambisol
Bg   Gleyic Cambisol
Bh   Humic Cambisol
Bk   Calcic Cambisol
Bm   Mollic Cambisol
Bv   Vertic Cambisol
Bx   Gelic Cambisol
C    Chernozem
Cg   Gleyic Chernozem
Ch   Haplic Chernozem
Ck   Calcic Chernozem
Cl   Luvic Chernozem
D    Podzoluvisol
Dd   Dystric Podzoluvisol
De   Eutric Podzoluvisol
Dg   Gleyic Podzoluvisol
E    Rendzina
Ec   Cambic Rendzina
Eh   Histic Rendzina
Eo   Orthic Rendzina
F    Ferralsol
Fo   Orthic Ferralsol
G    Gleysol
Gc   Calcaric Gleysol
Gd   Dystric Gleysol
Ge   Eutric Gleysol
Gf   Fluvic Gleysol
Gh   Humic Gleysol
Gi   Histic Gleysol
Gl   Luvic Gleysol
Gm   Mollic Gleysol
Gs   Stagnic Gleysol
Gt   Thionic Gleysol
Gx   Gelic Gleysol
H    Phaeozem
Hc   Calcaric Phaeozem
Hg   Gleyic Phaeozem
Hh   Haplic Phaeozem
Hl   Luvic Phaeozem
Ho   Orthic Phaeozem
I    Lithosol
Ic   Calcaric Lithosol
Id   Dystric Lithosol
Ie   Eutric Lithosol
J    Fluvisol
Jc   Calcaric Fluvisol
Jd   Dystric Fluvisol
Je   Eutric Fluvisol
Jm   Mollic Fluvisol
Jt   Thionic Fluvisol
K    Kastanozem
Kh   Haplic Kastanozem
Kk   Calcic Kastanozem
Kl   Luvic Kastanozem
Ko   Orthic Kastanozem
L    Luvisol
La   Albic Luvisol
Lc   Chromic Luvisol
Ld   Dystric Luvisol
Lf   Ferric Luvisol
Lg   Gleyic Luvisol
Lh   Humic Luvisol
Lk   Calcic Luvisol
Lo   Orthic Luvisol
Lp   Plinthic Luvisol
Ls   Spodic Luvisol
Lv   Vertic Luvisol
M    Greyzem
Mo   Orthic Greyzem
Nc   Cambic Nitosol
O    Histosol
Od   Dystric Histosol
Oe   Eutric Histosol
Ox   Gelic Histosol
P    Podzol
Pf   Ferric Podzol
Pg   Gleyic Podzol
Ph   Humic Podzol
Pl   Leptic Podzol
Po   Orthic Podzol
Pp   Placic Podzol
Q    Arenosol
Qa   Albic Arenosol
Qc   Cambic Arenosol
Qh   Humic Arenosol
Ql   Luvic Arenosol
R    Regosol
Rc   Calcaric Regosol
Rd   Dystric Regosol
Re   Eutric Regosol
Rx   Gelic Regosol
S    Solonetz
Sg   Gleyic Solonetz
Sm   Mollic Solonetz
So   Orthic Solonetz
T    Andosol
Th   Humic Andosol
Tm   Mollic Andosol
To   Ochric Andosol
Tv   Vitric Andosol
U    Ranker
Ud   Dystric Ranker
Ul   Luvic Ranker
V    Vertisol
Vc   Chromic Vertisol
Vg   Gleyic Vertisol
Vp   Pellic Vertisol
W    Planosol
Wd   Dystric Planosol
We   Eutric Planosol
Wh   Humic Planosol
Wm   Mollic Planosol
Ws   Solodic Planosol
X    Xerosol
Xk   Calcic Xerosol
Xl   Luvic Xerosol
Xy   Gypsic Xerosol
Z    Solonchak
Zg   Gleyic Solonchak
Zo   Orthic Solonchak
Zt   Takyric Solonchak
p    Plaggensol
11   Town
22   Soil disturbed by man
33   Water body
44   Marsh
55   Glacier
66   Rock outcrops
     No information
---------------------------------------------------------------------------
FAO85-LEV3
----------------
      No information
A     Acrisol
Af    Ferric Acrisol
Ag    Gleyic Acrisol
Ah    Humic Acrisol
Ao    Orthic Acrisol
Ap    Plinthic Acrisol
B     Cambisol
Ba    Calcaric Cambisol
Bc    Chromic Cambisol
Bcc   Calcaro-Chromic Cambisol
Bch   Humo-Chromic Cambisol
Bck   Calci-Chromic Cambisol
Bcr   Rhodo-Chromic Cambisol
Bd    Dystric Cambisol
Bda   Ando-Dystric Cambisol
Bdg   Gleyo-Dystric Cambisol
Bds   Spodo-Dystric Cambisol
Be    Eutric Cambisol
Bea   Ando-Eutric Cambisol
Bec   Calcaro-Eutric Cambisol
Bef   Fluvi-Eutric Cambisol
Beg   Gleyo-Eutric Cambisol
Bev   Verti-Eutric Cambisol
Bf    Ferralic Cambisol
Bg    Gleyic Cambisol
Bgc   Calcaro-Gleyic Cambisol
Bge   Eutri-Gleyic Cambisol
Bgg   Stagno-Gleyic Cambisol
Bgs   Spodo-Gleyic Cambisol
Bgv   Verti-Gleyic Cambisol (?)
Bh    Humic Cambisol
Bhc   Calcaro-Humic Cambisol
Bk    Calcic Cambisol
Bkf   Fluvi-Calcic Cambisol
Bkh   Humo-Calcic Cambisol
Bkv   Verti-Calcic Cambisol
Bm    Mollic Cambisol
Bv    Vertic Cambisol
Bvc   Calcaro-Vertic Cambisol
Bvg   Gleyo-Vertic Cambisol
Bvk   Calci-Vertic Cambisol
Bx    Gelic Cambisol
Bxs   Spodo-Gelic Cambisol
C     Chernozem
Cg    Gleyic Chernozem
Ch    Haplic Chernozem
Chp   Pachi-Haplic Chernozem
Chv   Verti-Haplic Chernozem
Ck    Calcic Chernozem
Ckb   Vermi-Calcic Chernozem
Ckc   Calcaro-Calcic Chernozem
Ckp   Pachi-Calcic Chernozem
Cl    Luvic Chernozem
D     Podzoluvisol
Dd    Dystric Podzoluvisol
De    Eutric Podzoluvisol
Dg    Gleyic Podzoluvisol
Dgd   Dystric Gleyic Podzoluvisol
Dge   Eutric Gleyic Podzoluvisol
Dgs   Stagno-Gleyic Podzoluvisol
E     Rendzina
Ec    Cambic Rendzina
Eh    Histic Rendzina
Eo    Orthic Rendzina
F     Ferralsol
Fo    Orthic Ferralsol
G     Gleysol
Gc    Calcaric Gleysol
Gcf   Fluvi-Calcaric Gleysol
Gcs   Stagno-Calcaric Gleysol
Gd    Dystric Gleysol
Gdf   Fluvi-Dystric Gleysol
Gds   Stagno-Dystric Gleysol
Ge    Eutric Gleysol
Gef   Fluvi-Eutric Gleysol
Ges   Stagno-Eutric Gleysol
Gev   Verti-Eutric Gleysol
Gf    Fluvic Gleysol
Gfm   Molli-Fluvic Gleysol
Gh    Humic Gleysol
Ghf   Fluvi-Humic Gleysol
Ghh   Histo-Humic Gleysol
Ght   Thioni-Humic Gleysol
Gi    Histic Gleysol
Gih   Humo-Histic Gleysol
Gl    Luvic Gleysol
Gls   Stagno-Luvic Gleysol
Gm    Mollic Gleysol
Gmc   Calcaro-Mollic Gleysol
Gmf   Fluvi-Mollic Gleysol
Gmv   Verti-Mollic Gleysol
Gs    Stagnic Gleysol
Gt    Thionic Gleysol
Gtz   Undefined code
Gx    Gelic Gleysol
H     Phaeozem
Hc    Calcaric Phaeozem
Hcb   Vermi-Calcaric Phaeozem
Hcf   Fluvi-Calcaric Phaeozem
Hcn   Alkalino-Calcaric Phaeozem
Hcs   Saline-Calcaric Phaeozem
Hg    Gleyic Phaeozem
Hgc   Calcaro-Gleyic Phaeozem
Hgf   Fluvi-Gleyic Phaeozem
Hgs   Stagno-Gleyic Phaeozem
Hgv   Verti-Gleyic Phaeozem
Hh    Haplic Phaeozem
Hhv   Verti-Haplic Phaeozem
Hl    Luvic Phaeozem
Hlv   Verti-Luvic Phaeozem
Ho    Orthic Phaeozem
I     Lithosol
Ic    Calcaric Lithosol
Ich   Humo-Calcaric Lithosol
Id    Dystric Lithosol
Ie    Eutric Lithosol
J     Fluvisol
Jc    Calcaric Fluvisol
Jcf   Fluvi-Calcaric Fluvisol
Jcg   Gleyo-Calcaric Fluvisol
Jd    Dystric Fluvisol
Jdf   Fluvi-Dystric Fluvisol
Jdg   Gleyo-Dystric Fluvisol
Je    Eutric Fluvisol
Jef   Fluvi-Eutric Fluvisol
Jeg   Gleyo-Eutric Fluvisol
Jm    Mollic Fluvisol
Jmg   Gleyo-Mollic Fluvisol
Jmv   Verti-Mollic Fluvisol
Jt    Thionic Fluvisol
K     Kastanozem
Kh    Haplic Kastanozem
Khb   Vermi-Haplic Kastanozem
Kk    Calcic Kastanozem
Kkb   Vermi-Calcic Kastanozem
Kkv   Verti-Calcic Kastanozem
Kl    Luvic Kastanozem
Ko    Orthic Kastanozem
L     Luvisol
La    Albic Luvisol
Lap   Plano-Albic Luvisol
Lc    Chromic Luvisol
Lcp   Plano-Chromic Luvisol
Lcr   Rhodo-Chromic Luvisol
Lcv   Verti-Chromic Luvisol
Ld    Dystric Luvisol
Ldg   Gleyo-Dystric Luvisol
Lf    Ferric Luvisol
Lg    Gleyic Luvisol
Lga   Albo-Gleyic Luvisol
Lgp   Plano-Gleyic Luvisol
Lgs   Stagno-Gleyic Luvisol
Lh    Humic Luvisol
Lk    Calcic Luvisol
Lkc   Chromo-Calcic Luvisol
Lkv   Verti-Calcic Luvisol
Lo    Orthic Luvisol
Lop   Plano-Orthic Luvisol
Lp    Plinthic Luvisol
Ls    Spodic Luvisol
Lv    Vertic Luvisol
Lvc   Chromo-Vertic Luvisol
Lvk   Calci-Vertic Luvisol
M     Greyzem
Mo    Orthic Greyzem
Nc    Cambic Nitosol
O     Histosol
Od    Dystric Histosol
Odp   Placi-Dystric Histosol
Oe    Eutric Histosol
Ox    Gelic Histosol
P     Podzol
Pf    Ferric Podzol
Pg    Gleyic Podzol
Pgh   Histo-Gleyic Podzol
Pgs   Stagno-Gleyic Podzol
Ph    Humic Podzol
Phf   Ferro-Humic Podzol
Pl    Leptic Podzol
Plh   Humo-Leptic Podzol
Po    Orthic Podzol
Pof   Ferro-Orthic Podzol
Poh   Humo-Orthic Podzol
Pol   Lepto-Orthic Podzol
Pp    Placic Podzol
Pph   Humo-Placic Podzol
Q     Arenosol
Qa    Albic Arenosol
Qc    Cambic Arenosol
Qcc   Calcaro-Cambic Arenosol
Qcd   Dystri-Cambic Arenosol
Qcg   Gleyo-Cambic Arenosol
Qcs   Spodo-Cambic Arenosol
Qh    Humic Arenosol
Ql    Luvic Arenosol
Qld   Dystri-Luvic Arenosol
Qlg   Gleyo-Luvic Arenosol
R     Regosol
Rc    Calcaric Regosol
Rd    Dystric Regosol
Rds   Undefined code
Re    Eutric Regosol
Rx    Gelic Regosol
S     Solonetz
Sg    Gleyic Solonetz
Sm    Mollic Solonetz
So    Orthic Solonetz
Sof   Fluvi-Orthic Solonetz
T     Andosol
Th    Humic Andosol
Tm    Mollic Andosol
To    Ochric Andosol
Tv    Vitric Andosol
U     Ranker
Ud    Dystric Ranker
Ul    Luvic Ranker
V     Vertisol
Vc    Chromic Vertisol
Vcc   Calcaro-Chromic Vertisol
Vg    Gleyic Vertisol
Vgs   Undefined code
Vp    Pellic Vertisol
Vpc   Calcaro-Pellic Vertisol
Vpg   Gleyo-Pellic Vertisol
Vpn   Sodi-Pellic Vertisol
W     Planosol
Wd    Dystric Planosol
Wdv   Verti-Dystric Planosol
We    Eutric Planosol
Wev   Verti-Eutric Planosol
Wh    Humic Planosol
Wm    Mollic Planosol
Ws    Solodic Planosol
X     Xerosol
Xk    Calcic Xerosol
Xl    Luvic Xerosol
Xy    Gypsic Xerosol
Z     Solonchak
Zg    Gleyic Solonchak
Zgf   Fluvi-Gleyic Solonchak
Zo    Orthic Solonchak
Zt    Takyric Solonchak
p     Plaggensol
111   Town
222   Soil disturbed by man
333   Water body
444   Marsh
555   Glacier
666   Rock outcrops
---------------------------------------------------------------------------
FAO90-FULL
----------------
AC     Acrisol
ACf    Ferric Acrisol
ACg    Gleyic Acrisol
ACh    Haplic Acrisol
ACp    Plinthic Acrisol
ACu    Humic Acrisol
AL     Alisol
ALf    Ferric Alisol
ALg    Gleyic Alisol
ALh    Haplic Alisol
ALj    Stagnic Alisol
ALp    Plinthic Alisol
ALu    Humic Alisol
AN     Andosol
ANg    Gleyic Andosol
ANh    Haplic Andosol
ANi    Gelic Andosol
ANm    Mollic Andosol
ANu    Umbric Andosol
AR     Arenosol
ARa    Albic Arenosol
ARb    Cambic Arenosol
ARbs   ?-Cambic Arenosol
ARc    Calcaric Arenosol
ARcg   ?-Calcaric Arenosol
ARg    Gleyic Arenosol
ARh    Haplic Arenosol
ARl    Luvic Arenosol
ARo    Ferralic Arenosol
AT     Anthrosol
ATa    Aric Anthrosol
ATc    Cumulic Anthrosol
ATf    Fimic Anthrosol
ATu    Urbic Anthrosol
CH     Chernozem
CHb
CHe
CHg    Gleyic Chernozem
CHgs   ?-Gleyic Chernozem
CHh    Haplic Chernozem
CHha   ?-Haplic Chernozem
CHhv   ?-Haplic Chernozem
CHi
CHk    Calcic Chernozem
CHkb   ?-Calcic Chernozem
CHkc   ?-Calcic Chernozem
CHkv   ?-Calcic Chernozem
CHl    Luvic Chernozem
CHw    Glossic Chernozem
CL     Calcisol
CLh    Haplic Calcisol
CLl    Luvic Calcisol
CLp    Petric Calcisol
CM     Cambisol
CMa
CMc    Calcaric Cambisol
CMd    Dystric Cambisol
CMda   ?-Dystric Cambisol
CMdh   ?-Dystric Cambisol
CMds   ?-Dystric Cambisol
CMe    Eutric Cambisol
CMea   ?-Eutric Cambisol
CMec   ?-Eutric Cambisol
CMef   ?-Eutric Cambisol
CMep   ?-Eutric Cambisol
CMet   ?-Eutric Cambisol
CMev   ?-Eutric Cambisol
CMg    Gleyic Cambisol
CMh
CMi    Gelic Cambisol
CMj    Stagnic Cambisol
CMjd   ?-Stagnic Cambisol
CMjp   ?-Stagnic Cambisol
CMo    Ferralic Cambisol
CMu    Humic Cambisol
CMv    Vertic Cambisol
CMx    Chromic Cambisol
FL     Fluvisol
FLc    Calcaric Fluvisol
FLcf   ?-Calcaric Fluvisol
FLcg   ?-Calcaric Fluvisol
FLd    Dystric Fluvisol
FLe    Eutric Fluvisol
FLef   ?-Eutric Fluvisol
FLeg   ?-Eutric Fluvisol
FLhi   ?-
FLm    Mollic Fluvisol
FLs    Salic Fluvisol
FLt    Thionic Fluvisol
FLu    Umbric Fluvisol
FR     Ferralsol
FRg    Geric Ferralsol
FRh    Haplic Ferralsol
FRp    Plinthic Ferralsol
FRr    Rhodic Ferralsol
FRu    Humic Ferralsol
FRx    Xanthic Ferralsol
GL     Gleysol
GLa    Andic Gleysol
GLd    Dystric Gleysol
GLdh   ?-Dystric Gleysol
GLe    Eutric Gleysol
GLef   ?-Eutric Gleysol
GLh
GLi    Gelic Gleysol
GLk    Calcic Gleysol
GLm    Mollic Gleysol
GLme   ?-Mollic Gleysol
GLmf   ?-Mollic Gleysol
GLt    Thionic Gleysol
GLu    Umbric Gleysol
GMe
GR     Greyzem
GRg    Gleyic Greyzem
