ProjectName,Scenario,Watershed,Total contributing area to outlet (ha),Precipitation (m^3/yr),Precipitation per area (mm/yr),Stream discharge (m^3/yr),Stream discharge per area (mm/yr),Total hillslope soil loss (tonne/yr),Total hillslope soil loss per area (kg/ha/yr),Total channel soil loss (tonne/yr),Total channel soil loss per area (kg/ha/yr),Sediment discharge (tonne/yr),Sediment discharge per area (kg/ha/yr),Sediment delivery ratio for watershed,Phosphorus discharge (kg/yr),Phosphorus discharge per area (kg/ha/yr),Particle Fraction Under 0.016 mm,Sediment Yield of Particles Under 0.016 mm (tonne/yr),Sediment Yield of Particles Under 0.016 mm per area (kg/ha/yr)
lt_202010_12_Intervening_Area_Griff_to_Baldy_Thinn93,Thinn93,12_Intervening_Area_Griff_to_Baldy,66.99,531471.0,793.3587102552619,260191.0,388.40274667860876,0.1,1.4927601134497688,0.1,1.4927601134497688,0.2,2.9855202268995376,1.002,1.3,0.019405881474846995,0.17120000000000002,0.03424000000000001,0.511121062845201
lt_202010_12_Intervening_Area_Griff_to_Baldy_Thinn96,Thinn96,12_Intervening_Area_Griff_to_Baldy,66.99,531471.0,793.3587102552619,260295.0,388.55799373040753,0.1,1.4927601134497688,0.1,1.4927601134497688,0.2,2.9855202268995376,1.002,1.3,0.019405881474846995,0.17120000000000002,0.03424000000000001,0.511121062845201
lt_202010_13_East_Stateline_Point_CurCond,CurCond,13_East_Stateline_Point,341.89,2473815.0,723.5704466348826,1433568.0,419.30679458305303,103.7,303.31393138143846,7.8,22.81435549445728,8.5,24.861797654216268,0.076,18.0,0.052648512679516805,0.6514,5.5369,16.194974991956478
lt_202010_13_East_Stateline_Point_HighSev,HighSev,13_East_Stateline_Point,341.89,2473815.0,723.5704466348826,1687750.0,493.65292930474715,163.0,476.7615314867355,11.6,33.9290415045775,16.4,47.96864488578198,0.094,27.0,0.0789727690192752,0.7017,11.507879999999998,33.65959811635321
lt_202010_13_East_Stateline_Point_LowSev,LowSev,13_East_Stateline_Point,341.89,2473815.0,723.5704466348826,1575882.0,460.9324636579017,104.0,304.19140659276377,10.1,29.541665447951097,10.2,29.834157185059524,0.089,19.4,0.05674339699903477,0.6231,6.355619999999999,18.589663342010585
lt_202010_13_East_Stateline_Point_ModSev,ModSev,13_East_Stateline_Point,341.89,2473815.0,723.5704466348826,1628519.0,476.3283512240779,109.1,319.10848518529355,11.0,32.17409108192694,11.0,32.17409108192694,0.091,20.7,0.060545789581444326,0.602,6.622,19.368802831320014
lt_202010_13_East_Stateline_Point_PrescFire,PrescFire,13_East_Stateline_Point,341.89,2473815.0,723.5704466348826,1534334.0,448.78001696452077,104.4,305.36137354119745,9.9,28.956681973734245,9.8,28.664190236625817,0.085,18.6,0.05440346310216737,0.6129,6.00642,17.568282196027962
lt_202010_13_East_Stateline_Point_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,13_East_Stateline_Point,341.89,2473815.0,723.5704466348826,1610619.0,471.0927491298371,48.3,141.27350902337008,11.0,32.17409108192694,6.7,19.596946386264587,0.112,15.5,0.045336219251806135,0.37520000000000003,2.51384,7.3527742841264745
lt_202010_13_East_Stateline_Point_SimFire.landisFuels_fut_cli_A2,SimFire.landisFuels_fut_cli_A2,13_East_Stateline_Point,341.89,2155428.0,630.4448799321419,1215866.0,355.6307584310743,34.6,101.20214103951564,6.8,19.889438123373015,8.7,25.446781128433123,0.21,32.2,0.0941823393489134,0.6327,5.50449,16.100178419959636
lt_202010_13_East_Stateline_Point_SimFire.landisFuels_obs_cli,SimFire.landisFuels_obs_cli,13_East_Stateline_Point,341.89,2473815.0,723.5704466348826,1594454.0,466.36462019947936,47.6,139.2260668636111,10.8,31.589107607710083,6.5,19.011962912047736,0.111,16.3,0.04767615314867355,0.3679,2.39135,6.994501155342362
lt_202010_13_East_Stateline_Point_Thinn85,Thinn85,13_East_Stateline_Point,341.89,2473815.0,723.5704466348826,1557058.0,455.42659919857266,103.7,303.31393138143846,9.7,28.37169849951739,10.0,29.24917371084267,0.088,19.2,0.05615841352481792,0.6376000000000001,6.376,18.649273158033285
lt_202010_13_East_Stateline_Point_Thinn93,Thinn93,13_East_Stateline_Point,341.89,2473815.0,723.5704466348826,1555972.0,455.1089531720729,103.7,303.31393138143846,9.7,28.37169849951739,10.0,29.24917371084267,0.088,19.3,0.05645090526192636,0.6376000000000001,6.376,18.649273158033285
lt_202010_13_East_Stateline_Point_Thinn96,Thinn96,13_East_Stateline_Point,341.89,2473815.0,723.5704466348826,1555356.0,454.9287782620141,103.7,303.31393138143846,9.7,28.37169849951739,10.0,29.24917371084267,0.088,19.5,0.05703588873614321,0.6369,6.369,18.628798736435698
lt_202010_14_First_Creek_CurCond,CurCond,14_First_Creek,416.14,3634561.0,873.3986158504349,2040678.0,490.38256356034026,63.1,151.63166242130052,126.0,302.7827173547364,66.9,160.76320469072908,0.354,83.6,0.20089392992742827,0.3924,26.251560000000005,63.0834815206421
lt_202010_14_First_Creek_HighSev,HighSev,14_First_Creek,416.14,3634561.0,873.3986158504349,2706407.0,650.3597347046667,701.9,1686.6919786610276,163.1,391.935406353631,137.0,329.2161291872927,0.158,163.4,0.392656317585428,0.5208,71.34960000000001,171.45576008074207
lt_202010_14_First_Creek_LowSev,LowSev,14_First_Creek,416.14,3634561.0,873.3986158504349,2387443.0,573.7114913250349,47.5,114.14427836785697,143.0,343.6343538232326,77.5,186.2354015475561,0.407,99.3,0.23862161772480414,0.37560000000000004,29.109,69.95001682126208
lt_202010_14_First_Creek_ModSev,ModSev,14_First_Creek,416.14,3634561.0,873.3986158504349,2530233.0,608.0244629211323,145.7,350.1225549094055,151.9,365.02138703321,87.7,210.74638342865381,0.295,108.6,0.26096986591051086,0.40470000000000006,35.49219000000001,85.28906137357623
lt_202010_14_First_Creek_PrescFire,PrescFire,14_First_Creek,416.14,3634561.0,873.3986158504349,2276943.0,547.1579276205123,20.3,48.78166001826309,137.3,329.9370404190897,72.7,174.70082183880425,0.461,90.8,0.21819579949055606,0.3713,26.993510000000004,64.86641514874803
lt_202010_14_First_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,14_First_Creek,416.14,3634561.0,873.3986158504349,2496858.0,600.0043254673908,68.2,163.88715336184939,148.9,357.81227471524005,82.6,198.49089248810498,0.381,102.9,0.24727255250636807,0.38350000000000006,31.677100000000003,76.12125726918826
lt_202010_14_First_Creek_SimFire.landisFuels_fut_cli_A2,SimFire.landisFuels_fut_cli_A2,14_First_Creek,416.14,4133224.0,993.2292017109627,2732400.0,656.6059499206998,132.6,318.6427644542702,147.7,354.9286297880521,144.2,346.51799875042053,0.515,171.5,0.41212092084394675,0.3438,49.575959999999995,119.13288797039456
lt_202010_14_First_Creek_SimFire.landisFuels_obs_cli,SimFire.landisFuels_obs_cli,14_First_Creek,416.14,3634561.0,873.3986158504349,2489405.0,598.2133416638632,63.5,152.59287739702984,148.7,357.3316672273754,82.2,197.52967751237566,0.387,102.2,0.24559042629884176,0.3809,31.309980000000003,75.2390541644639
